Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F2	Abundances Count: F5: 126, Sample, n/a, SFug_F2	Modifications
P48810	Heterogeneous nuclear ribonucleoprotein 87F	18.44	5	9	0	73888.35234	6	
P49028	Protein mago nashi	30.61	4	6	4	34203.8254	3	
P49071	MAP kinase-activated protein kinase 2	13.65	6	9	0	387830.899	8	
P49630	Large ribosomal subunit protein eL36	32.17	4	9	0	909275.3218	9	
P49657	Serine/threonine-protein kinase minibrain	0.77	1	1	0	11093.478	1	
P49847	Transcription initiation factor TFIID subunit 6	2.64	2	2	0	17038.3919	2	
P49866	Transcription factor HNF-4 homolog	1.42	1	1	0	2621.6123	1	
P49963	Signal recognition particle 19 kDa protein	31.88	4	4	4	29068.5713	4	
P50882	Large ribosomal subunit protein uL6	70.0	12	29	0	1681809.507	28	
P50887	Large ribosomal subunit protein eL22	22.07	5	10	5	128163.68802999999	10	
P51140	Segment polarity protein dishevelled	2.89	2	2	2	8290.0445	2	
P52029	Glucose-6-phosphate isomerase	36.38	15	22	15	666726.7602	22	
P52034	ATP-dependent 6-phosphofructokinase	10.53	8	11	0	95876.6203	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	14.24	7	21	0	531683.65735	20	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	25.13	6	10	0	111428.1551	7	
P52654	Transcription initiation factor IIA subunit 1	3.28	1	2	1	10250.094	1	
P53034	Replication factor C subunit 2	8.46	3	3	3	44165.407999999996	2	
P53501	Actin-57B	69.15	29	622	4	34070548.386	70	
P53777	Muscle LIM protein 1	31.52	3	14	0	580726.1462	10	
P53997	Protein SET	15.24	4	9	4	181580.288	9	
P54185	Putative odorant-binding protein A5	25.71	5	6	5	172569.627	5	
P54191	General odorant-binding protein 69a	13.51	2	6	2	74020.45300000001	5	
P54192	General odorant-binding protein 19d	69.33	10	107	10	15054312.17853	103	
P54193	General odorant-binding protein 83a	42.86	7	18	0	1313989.962	16	
P54195	General odorant-binding protein 28a	40.56	4	13	4	451678.22	12	
P54351	Vesicle-fusing ATPase 2	14.76	12	17	0	13340.052500000002	2	
P54352	Ethanolamine kinase	6.76	3	3	2	30741.75664	3	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	42.77	7	19	7	369924.6273	15	
P54357	Myosin-2 essential light chain	89.12	10	40	1	1935021.9401	34	
P54359	Septin-2	17.66	7	10	1	234878.1698	10	
P54367	Casein kinase I isoform alpha	2.67	1	1	0	24549.592	1	
P54385	Glutamate dehydrogenase, mitochondrial	42.35	24	79	6	3758970.0387	72	
P54397	39 kDa FK506-binding nuclear protein	5.04	2	2	2	38761.903	2	
P54399	Protein disulfide-isomerase	75.6	37	146	0	11661771.36955	128	
P54611	V-type proton ATPase subunit E	79.65	21	159	0	13760960.35735	134	
P54622	Single-stranded DNA-binding protein, mitochondrial	43.15	6	12	6	301731.7437	11	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.57	11	22	0	297856.7016	18	
P55828	Small ribosomal subunit protein uS10	34.17	4	15	4	1074470.353	14	
P55830	Small ribosomal subunit protein eS1	60.45	16	81	16	4017204.8916	66	
P55841	Large ribosomal subunit protein eL14	48.8	10	35	10	1673290.49648	30	
P55935	Small ribosomal subunit protein uS4	61.03	19	57	0	2107879.2494	48	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	4	4	0	28422.451	3	
P56538	Eukaryotic translation initiation factor 6	15.92	4	6	4	156916.059	4	
P61209	ADP-ribosylation factor 1	39.01	5	19	0	1021955.35366	18	
P61849	Dromyosuppressin	10.0	2	3	0	50045.109	3	
P61851	Superoxide dismutase [Cu-Zn]	78.43	11	105	11	9263568.14209	89	
P61855	Adipokinetic hormone	37.97	2	3	2	45469.392	3	
P61857	Tubulin beta-2 chain	44.39	15	202	2	1230828.4844	3	
P62152	Calmodulin	99.33	19	359	0	27404626.53009	317	
P80455	Small ribosomal subunit protein eS12	67.63	7	31	7	1322223.405	30	
P81829	Leucokinin	6.25	1	1	1	7355.9326	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	59.42	19	94	19	5012850.6203	88	
P82147	Protein lethal(2)essential for life	66.31	11	40	0	1835146.05972	35	
P82295	Prominin-like protein	3.75	3	3	0	2816.7715	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	15	5	609287.6398	14	
P83094	Stromal interaction molecule homolog	22.81	12	15	1	178728.98554	12	
P83967	Actin, indirect flight muscle	68.62	27	587	2	47880.9419	4	
P84029	Cytochrome c-2	70.37	11	82	0	6958861.6298	77	
P84040	Histone H4	59.22	9	102	0	7630471.97207	93	
P84051	Histone H2A	37.1	5	48	0	1480486.61416	22	
P84345	ATP synthase protein 8	18.87	1	5	1	151807.3272	5	
P91891	Protein Mo25	34.22	13	23	0	573474.7696	19	
P91926	AP-2 complex subunit alpha	19.04	16	20	15	193377.56136	18	
P91927	Mitochondrial proton/calcium exchanger protein	34.75	30	42	30	608683.8378	38	
P91928	MICOS complex subunit Mic60	47.63	35	96	0	5354208.58265	91	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	38.08	14	37	0	1866012.4493	33	
P91938	Thioredoxin reductase 1, mitochondrial	35.07	15	24	0	1117428.953	20	
P92029	DnaJ-like protein 60	4.15	1	1	0	6526.253	1	
P92177	14-3-3 protein epsilon	72.14	22	257	20	12966360.00886	177	
P92204	Negative elongation factor E	10.0	3	4	3	72734.552	4	
P92208	Stress-activated protein kinase JNK	4.3	2	4	0	11431.359	1	
P98081	Protein disabled	5.35	9	11	0	43619.687900000004	9	
Q00174	Laminin subunit alpha	22.49	77	124	77	3828768.30276	116	
Q00963	Spectrin beta chain	23.88	58	119	2	9459.28894	3	
Q01603	Peroxidase	8.41	6	6	0	75577.6826	5	
Q01604	Phosphoglycerate kinase	83.61	31	247	0	17066708.59297	221	
Q01637	Uridine 5'-monophosphate synthase	6.69	4	4	4	71648.9598	4	
Q01989	Myosin heavy chain 95F	1.84	2	2	0	6601.195	2	
Q02748	Eukaryotic initiation factor 4A	31.27	15	31	13	815884.5631	28	
Q02910	Calphotin	3.36	2	4	2	13872.8066	4	
Q03017	NF-kappa-B inhibitor cactus	12.4	5	9	0	36753.8137	7	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	2.48	4	4	0	13260.94523	4	
Q03334	Small ribosomal subunit protein uS15	52.32	9	28	0	1241049.61546	20	
Q03427	Lamin-C	59.74	41	127	3	2481615.32185	100	
Q04047	Protein no-on-transient A	13.43	8	10	0	75744.3098	9	
Q04164	Putative epidermal cell surface receptor	8.8	13	21	0	232762.6476	20	
Q04691	Fat-body protein 1	24.68	26	37	0	284025.54321	32	
Q05783	High mobility group protein D	21.43	2	3	0	38001.3724	3	
Q05825	ATP synthase subunit beta, mitochondrial	85.15	34	605	0	33901650.73798	508	
Q05856	Small nuclear ribonucleoprotein-associated protein B	10.55	2	2	2	1919.2354	1	
Q06559	Small ribosomal subunit protein uS3	80.89	25	88	0	6414558.826	80	
Q06943	High mobility group protein Z	43.24	4	12	0	91385.17574	10	
Q07093	Head-specific guanylate cyclase	5.47	4	4	4	32223.35884	4	
Q07152	Inosine-5'-monophosphate dehydrogenase	21.23	9	18	0	307001.13437	18	
Q07171	Gelsolin	25.81	18	39	0	1058359.4508	34	
Q07327	Protein ROP	35.51	20	37	0	928180.4014399999	34	
Q08012	Growth factor receptor-bound protein 2	40.76	9	18	9	408246.883	12	
Q08180	Irregular chiasm C-roughest protein	2.36	2	2	0	1845.7294	1	
Q08473	RNA-binding protein squid	42.44	9	32	0	1288997.01069	28	
Q09024	Neural/ectodermal development factor IMP-L2	18.73	5	5	0	30697.6632	5	
Q09101	Locomotion-related protein Hikaru genki	3.97	4	5	4	54923.0466	3	
Q0E8C8	Serine protease inhibitor 77Ba	16.89	8	13	8	255085.4288	13	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	2.17	2	2	0	15183.8158	2	
Q0E9B6	Small ribosomal subunit protein uS17	45.16	8	12	4	785874.561	12	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	24154.298000000003	2	
Q0KIC3	Uncharacterized protein CG43427	7.43	10	12	0	42207.1587	3	
Q10714	Angiotensin-converting enzyme	13.33	10	11	0	164291.6556	10	
Q11002	Calpain-A	7.73	7	8	0	103890.02298	8	
Q23970	Pheromone-binding protein-related protein 6	58.87	8	28	8	2296869.5068	27	
Q23983	Alpha-soluble NSF attachment protein	69.18	19	85	19	4175315.50878	74	
Q23997	Imaginal disk growth factor 6	52.65	24	100	0	3701799.2257499998	83	
Q24008	Inactivation-no-after-potential D protein	46.44	34	113	0	5131487.49632	94	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	49.51	15	41	0	2373207.9327000002	38	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	50.46	15	82	0	5179171.45344	78	
Q24050	Elongator complex protein 5	29.39	7	10	6	93528.383	7	
Q24114	Division abnormally delayed protein	8.63	5	10	0	187986.45260000002	10	
Q24133	DnaJ protein homolog 1	27.25	7	16	0	436101.91897	15	
Q24134	Negative elongation factor D	2.42	1	1	0	2821.5999	1	
Q24180	Deformed epidermal autoregulatory factor 1	8.51	5	5	0	60342.88649999999	5	
Q24185	Protein hook	20.47	13	18	13	332647.681	18	
Q24186	Small ribosomal subunit protein uS7A	22.81	8	31	0	778401.7203	28	
Q24207	Protein boule	27.63	5	9	0	262528.95530000003	7	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	36.0	16	20	0	407076.72693	18	
Q24210	Peripheral plasma membrane protein CASK	6.01	5	6	0	81765.7993	6	
Q24211	Protein stoned-A	37.53	27	59	0	993596.96043	53	
Q24214	Calcineurin subunit B type 2	45.88	6	17	0	850489.2912	16	
Q24238	Alkaline phosphatase 4	9.56	5	6	5	87538.527	5	
Q24246	Cytoplasmic dynein 1 intermediate chain	7.99	5	6	0	109957.11920000002	5	
Q24251	ATP synthase subunit d, mitochondrial	80.34	18	188	0	13127243.57528	166	
Q24276	Hsp90 co-chaperone Cdc37	32.9	13	18	13	311986.00820000004	16	
Q24292	Protein dachsous	0.31	1	1	0	2545.3335	1	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	6	3	79097.96220000001	6	
Q24298	DE-cadherin	15.06	23	36	23	790496.4214999999	34	
Q24312	DNA-binding protein Ewg	3.68	3	4	1	11361.9661	2	
Q24318	Transcription factor Dp	7.19	3	4	0	17732.5105	3	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	12.92	6	8	6	147550.8025	8	
Q24322	Semaphorin-1A	2.34	2	3	0	1556.1443199999999	3	
Q24337	Protein enhancer of rudimentary	24.04	3	4	0	78798.499	4	
Q24372	Lachesin	17.83	6	8	6	92704.84479999999	7	
Q24388	Larval serum protein 2	8.84	5	5	0	31507.783499999998	4	
Q24400	Muscle LIM protein Mlp84B	44.24	20	67	19	2369052.72545	63	
Q24407	ATP synthase-coupling factor 6, mitochondrial	52.83	7	55	0	3513389.7032999997	45	
Q24439	ATP synthase subunit O, mitochondrial	73.68	19	177	19	15059311.611019999	154	
Q24478	Centrosome-associated zinc finger protein Cp190	21.44	19	26	19	153453.6501	22	
Q24491	RNA-binding protein Rsf1	25.89	5	12	0	67281.59607	8	
Q24492	Replication protein A 70 kDa DNA-binding subunit	7.13	5	6	5	30173.9216	4	
Q24509	Syntaxin-5	4.28	2	2	0	8732.1787	2	
Q24523	Protein bunched, class 2/F/G isoform	3.38	5	8	0	124860.7619	8	
Q24524	Protein singed	5.86	3	3	0	27709.161	3	
Q24537	High mobility group protein DSP1	13.99	6	14	0	226141.063	14	
Q24547	Syntaxin-1A	29.21	12	41	0	1523821.1218	39	
Q24560	Tubulin beta-1 chain	67.56	21	292	1	18907295.77934	249	
Q24562	Splicing factor U2AF 50 kDa subunit	11.06	3	3	0	14017.2484	3	
Q24572	Chromatin assembly factor 1 p55 subunit	18.6	7	15	1	204835.1978	14	
Q24583	V-type proton ATPase subunit F 1	86.29	8	28	8	2806600.1217	27	
Q26377	Pro-corazonin	40.26	5	12	5	121790.42566000001	11	
Q26416	Adult cuticle protein 1	20.0	1	5	1	193839.781	4	
Q27237	DnaJ homolog l(2)tid, mitochondrial	11.35	5	5	1	87977.2857	5	
Q27268	ATP-dependent RNA helicase WM6	28.77	12	19	6	665323.1313	18	
Q27272	Transcription initiation factor TFIID subunit 9	19.78	5	5	5	39657.6129	5	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	59.45	30	84	0	2242907.34401	40	
Q27377	Putative odorant-binding protein A10	34.84	5	16	5	843405.6104	15	
Q27415	Nucleoplasmin-like protein	43.42	6	50	0	2019679.724	49	
Q27580	Adenosylhomocysteinase	16.9	10	11	0	258702.26940000002	11	
Q27597	NADPH--cytochrome P450 reductase	15.02	11	14	0	377474.6787	12	
Q27606	Cytochrome P450 4e2	1.9	1	1	0	510.5255	1	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	34.51	6	12	2	595170.40186	12	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	42.98	18	50	0	466041.78799999994	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	5.06	3	3	3	12693.0101	3	
Q3KN41	Neurexin 1	1.96	4	4	0	44824.3603	4	
Q45VV3	Transcriptional coactivator yorkie	6.84	3	3	0	16678.191	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	34.97	2	3	2	64474.19914	3	
Q4V645	Trissin	16.67	2	3	2	56207.246	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	3	0	28465.706	2	
Q59E04	Neuroendocrine protein 7B2	7.97	2	3	2	72501.25	3	
Q5U117	Complex I assembly factor Egm, mitochondrial	9.08	6	8	6	45766.943400000004	6	
Q6AWN0	Acireductone dioxygenase	43.55	8	15	8	361145.2665	15	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.22	4	5	0	51219.5405	5	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	3.0	2	2	2	15129.4272	2	
Q709R6	LEM domain-containing protein Bocksbeutel	18.8	7	7	7	50188.6214	5	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	7	4	222892.2193	7	
Q7JQW6	Lipoyl synthase, mitochondrial	8.22	3	4	3	57170.288	4	
Q7JR49	V-type proton ATPase subunit S1	16.89	5	9	5	478329.82409999997	8	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	15	1	270451.05296	12	
Q7JUR6	Protein GDAP2 homolog	8.33	4	5	0	34086.9101	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	30.56	12	17	0	279553.0142	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	14	31	0	1019305.16755	29	
Q7JW27	WASH complex subunit 1	2.61	1	1	1	1201.4904	1	
Q7JWD3	ATPase ASNA1 homolog	20.24	6	20	6	357474.4245	20	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	14.6	6	7	0	46431.042799999996	6	
Q7JXF5	Nuclear pore glycoprotein p62	25.13	9	15	9	450637.0784	15	
Q7JXF7	Protein seele	34.92	5	7	5	127530.0447	7	
Q7JYV2	Synaptogyrin	8.3	1	1	1	3598.1794	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.71	1	1	0	18039.984	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	3	2	104411.452	3	
Q7K0D8	Nuclear pore complex protein Nup50	18.26	10	11	10	123082.6754	11	
Q7K0E3	MOB kinase activator-like 4	32.29	5	14	0	298332.81736	14	
Q7K0L4	WD repeat-containing protein 26 homolog	2.7	2	2	0	16752.7724	2	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	34.65	8	13	8	118606.70113999999	9	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	11.59	2	5	2	26779.02836	5	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	14681.376	2	
Q7K2D2	Dynactin subunit 2	59.21	18	43	18	1065766.23363	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.33	15	29	1	30024.645	1	
Q7K486	Armadillo repeat-containing protein 6 homolog	25.86	11	12	11	168286.76398	12	
Q7K4Q5	Probable protein phosphatase CG10417	17.37	8	12	0	112665.76314	12	
Q7K4Z4	Protein immune deficiency	18.32	4	6	4	36878.0995	6	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	42.8	8	20	0	360369.91708	20	
Q7K556	TRPL translocation defect protein 14	12.0	6	9	0	149906.54020000002	9	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	18	82	18	6910509.008099999	72	
Q7K5M0	Inactive serine protease scarface	9.01	4	6	4	124708.35075	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	55.19	9	24	9	859678.2304	24	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	37.91	18	36	0	1592526.1745	34	
Q7KML2	Acyl-coenzyme A oxidase 1	3.74	2	3	2	14746.8883	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	40.45	29	60	1	1629424.92507	51	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	26.32	18	25	18	270809.37604	22	
Q7KNF2	Polyadenylate-binding protein 2	26.79	6	16	0	227355.9567	15	
Q7KQM6	GIGYF family protein Gyf	3.37	5	5	5	25043.1958	4	
Q7KR04	Small ribosomal subunit protein uS8B	53.85	7	18	1	20637.752	1	
Q7KRI2	Longitudinals lacking protein-like	32.28	4	8	0	143604.139	7	
Q7KRU8	Ferritin heavy chain	52.2	8	65	1	9171169.97662	62	
Q7KRW8	Pre-mRNA-processing factor 39	1.03	1	1	1	526.9202	1	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	8	6	189349.99599999998	8	
Q7KUT2	Lon protease homolog, mitochondrial	17.97	16	21	16	350820.18787	21	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	9.7	3	3	3	81528.638	3	
Q7KVY7	Syntaxin-4	6.01	2	2	1	15947.66674	2	
Q7KW14	Coiled-coil domain-containing protein CG32809	4.38	5	5	0	57283.3793	5	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	52.69	20	51	20	2924932.50055	47	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.94	2	2	2	812.7107	1	
Q7YTY6	Serine protease inhibitor 42Dd	24.73	8	18	8	405107.05194000003	18	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	6.91	5	8	1	139726.36	6	
Q868Z9	Papilin	18.81	47	94	47	1233587.66333	87	
Q86B79	RING finger protein unkempt	3.17	2	2	0	31434.369	2	
Q86B87	Modifier of mdg4	13.77	6	8	0	159119.22373	8	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	19.59	3	3	3	12402.3394	3	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	10.0	3	4	3	79206.652	4	
Q86NP2	Negative elongation factor A	9.51	9	11	0	101700.0703	10	
Q86P48	AT-rich binding protein	7.22	3	5	3	14592.83815	4	
Q8I0G5	Coatomer subunit gamma	6.68	6	6	0	69952.7384	6	
Q8I7C3	LIM and SH3 domain protein Lasp	21.0	12	23	0	783879.8534	22	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	3.86	4	4	4	25398.5648	4	
Q8IN41	Protein Turandot X	8.45	1	1	1	12612.412	1	
Q8IN43	Protein Turandot C	31.01	4	14	4	187443.1207	11	
Q8IN44	Protein Turandot A	58.14	9	20	9	606324.807	18	
Q8INI8	Major heat shock 70 kDa protein Ba	21.22	13	59	0	122217.5585	6	
Q8IPM8	Complexin	66.2	10	69	0	32721.7264	3	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	21.35	9	16	9	174745.274	14	
Q8IPX7	Exosome complex component RRP40	29.74	7	8	7	75455.251	7	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	3.15	1	1	1	2887.0842	1	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	19.78	4	13	0	165946.97561	11	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.84	5	7	5	286807.214	7	
Q8IQG1	MOB kinase activator-like 2	6.36	4	7	0	88708.4345	7	
Q8IQG9	Adenylate kinase 1	44.54	8	37	8	1856250.1736400002	28	
Q8IR45	BLOC-1-related complex subunit 8 homolog	13.11	2	2	2	12379.198	2	
Q8IRH5	Zinc finger protein indra	3.14	2	2	2	28315.488	1	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	2	0	2713.9617	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	4	2	187579.2154	4	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	12.88	4	4	4	58344.37605	4	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	47	0	1837433.4017999999	38	
Q8MLZ7	Chitinase-like protein Idgf3	27.66	10	23	0	527292.60944	22	
Q8MM24	Chitinase-like protein Idgf1	2.28	1	1	1	11098.859	1	
Q8MMC4	Protein CDV3 homolog	12.92	3	4	1	1451.38584	2	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	3.56	1	4	1	29896.0206	4	
Q8MR62	Phosducin-like protein 2	22.92	5	6	5	159327.76773000002	6	
Q8MSS1	Protein lava lamp	17.06	45	52	0	516871.06024	51	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	26954.918	2	
Q8MSV2	Protein alan shepard	12.54	6	13	6	158872.2481	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	7.23	2	2	0	7291.2658	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.79	2	2	2	12925.011499999999	2	
Q8SWR8	Ataxin-2 homolog	3.41	3	3	1	16432.8654	3	
Q8SWU7	Obg-like ATPase 1	30.73	14	18	0	1005671.098	17	
Q8SX68	CTTNBP2 N-terminal-like protein	23.65	11	15	11	161461.22960000002	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	33.5	7	17	7	592087.349	16	
Q8SY33	Protein Gawky	11.05	13	19	13	195984.40218	15	
Q8SY61	General odorant-binding protein 56d	56.49	7	62	0	2856090.6089	55	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.51	6	18	6	250239.35766	17	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	10.3	4	6	4	91345.09476	6	
Q8SYG2	COP9 signalosome complex subunit 3	8.76	4	5	4	47637.6736	4	
Q8SZ63	Golgin-84	5.23	3	3	3	7598.9985	3	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	36.84	3	8	3	134428.86860000002	7	
Q8T045	O-glucosyltransferase rumi	2.92	1	1	0	25158.04	1	
Q8T079	Cytokine-like nuclear factor N-PAC	37.54	17	37	0	766573.99573	34	
Q8T0Q4	Charged multivesicular body protein 4	66.37	15	35	15	718881.78917	31	
Q8T0R7	Chitinase-like protein Idgf5	2.25	1	1	1	16239.327	1	
Q8T390	Endophilin-A	56.91	20	92	0	2951870.79338	71	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	15.3	6	6	6	174689.1423	6	
Q8T3U2	Small ribosomal subunit protein uS12	42.66	6	22	0	1067691.4888	20	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	56.15	7	13	7	278618.2743	12	
Q8T6B9	Poly(U)-binding-splicing factor hfp	14.44	8	12	1	197442.8556	11	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	4.85	1	1	1	364.20984	1	
Q8T9B6	LDLR chaperone boca	55.0	10	20	10	655458.6109	18	
Q8WTC1	Small ribosomal subunit protein uS15m	18.21	5	6	5	71260.5801	5	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	60.47	36	112	0	5859167.91562	95	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	57.72	10	96	0	5842177.25756	84	
Q94516	ATP synthase subunit b, mitochondrial	45.27	16	122	16	8401410.353629999	109	
Q94517	Histone deacetylase HDAC1	6.14	2	2	2	5890.6379	2	
Q94518	Nascent polypeptide-associated complex subunit alpha	51.15	7	19	0	1585441.0751999998	17	
Q94521	Arylalkylamine N-acetyltransferase 1	37.09	8	29	0	1492998.1069	27	
Q94522	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	47.56	15	116	14	9183563.15726	106	
Q94523	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	37.52	19	51	19	1406916.1497	48	
Q94524	Dynein light chain Tctex-type	34.23	3	3	3	38392.753	3	
Q94529	Probable pseudouridine-5'-phosphatase	41.99	9	25	5	685936.79064	21	
