Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M1	Abundances Count: F5: 127N, Sample, n/a, SFug_M1	Modifications
P49071	MAP kinase-activated protein kinase 2	13.93	6	12	0	56571.0616	8	
P49630	Large ribosomal subunit protein eL36	16.52	2	8	0	204924.2103	6	
P49657	Serine/threonine-protein kinase minibrain	1.65	2	2	0	4075.9874	2	
P49847	Transcription initiation factor TFIID subunit 6	11.22	6	8	1	13611.8946	5	
P49866	Transcription factor HNF-4 homolog	2.7	2	3	0	1046.99186	2	
P49906	Transcription initiation factor TFIID subunit 11	9.69	2	2	2	16514.569900000002	2	
P49963	Signal recognition particle 19 kDa protein	29.38	3	5	3	7904.80328	4	
P50882	Large ribosomal subunit protein uL6	58.42	10	32	0	565003.62375	28	
P50887	Large ribosomal subunit protein eL22	24.08	8	18	8	127109.79858999999	15	
P51140	Segment polarity protein dishevelled	7.06	5	6	5	12206.50872	6	
P51406	Bystin	5.96	3	4	3	739.58923	1	
P52029	Glucose-6-phosphate isomerase	13.44	7	11	7	43081.0678	9	
P52034	ATP-dependent 6-phosphofructokinase	7.99	7	11	1	20658.72934	6	
P52302	Protein lethal(3)malignant blood neoplasm 1	20.37	10	33	0	195482.96802	26	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	39.7	8	14	0	14377.915019999999	5	
P52654	Transcription initiation factor IIA subunit 1	5.19	2	2	2	1247.72326	2	
P53034	Replication factor C subunit 2	16.31	6	9	6	19511.8652	9	
P53501	Actin-57B	77.13	31	817	3	4534819.80472	100	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.9	3	4	0	4442.02247	3	
P53777	Muscle LIM protein 1	56.52	5	52	0	219676.57459	31	
P53997	Protein SET	11.52	3	3	3	39718.929000000004	3	
P54185	Putative odorant-binding protein A5	12.38	3	6	3	81735.6995	5	
P54191	General odorant-binding protein 69a	13.51	2	10	2	55471.3339	10	
P54192	General odorant-binding protein 19d	71.33	11	165	11	8086677.021360001	151	
P54193	General odorant-binding protein 83a	42.86	7	24	0	440624.68765	21	
P54195	General odorant-binding protein 28a	26.57	4	24	4	109066.08934	17	
P54351	Vesicle-fusing ATPase 2	15.16	12	32	0	2129.60212	3	
P54352	Ethanolamine kinase	15.25	7	8	5	38297.37065	7	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	41.57	6	13	6	207688.98753	11	
P54357	Myosin-2 essential light chain	89.12	10	58	1	671440.61885	48	
P54359	Septin-2	8.83	4	13	1	34164.8458	10	
P54367	Casein kinase I isoform alpha	5.04	2	2	0	808.825	1	
P54385	Glutamate dehydrogenase, mitochondrial	47.69	26	97	7	928329.95104	76	
P54397	39 kDa FK506-binding nuclear protein	4.2	2	2	2	3431.9242999999997	2	
P54399	Protein disulfide-isomerase	67.14	31	156	0	4318663.68943	131	
P54611	V-type proton ATPase subunit E	84.07	25	202	0	4916992.62268	147	
P54622	Single-stranded DNA-binding protein, mitochondrial	23.97	4	9	4	95469.75068	8	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.82	11	28	0	77143.33608000001	17	
P55828	Small ribosomal subunit protein uS10	41.67	5	13	5	228353.67054	10	
P55830	Small ribosomal subunit protein eS1	59.7	19	95	19	1351840.53418	69	
P55841	Large ribosomal subunit protein eL14	45.78	10	32	10	557158.63483	26	
P55935	Small ribosomal subunit protein uS4	53.33	15	63	0	649411.81578	50	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	4.03	2	5	0	9281.7256	5	
P56538	Eukaryotic translation initiation factor 6	11.43	3	12	3	55579.47706	10	
P61209	ADP-ribosylation factor 1	35.16	5	15	0	450836.7828	11	
P61849	Dromyosuppressin	28.0	2	2	0	99215.233	2	
P61851	Superoxide dismutase [Cu-Zn]	78.43	12	152	12	5979171.10255	119	
P61855	Adipokinetic hormone	24.05	1	3	1	28248.61706	3	
P61857	Tubulin beta-2 chain	42.38	15	197	1	1581086.1209999998	3	
P62152	Calmodulin	98.66	18	386	0	15592322.84882	290	
P80455	Small ribosomal subunit protein eS12	70.5	7	43	7	702122.60362	25	
P81829	Leucokinin	11.88	2	3	2	2386.00944	3	
P81900	cAMP-dependent protein kinase type II regulatory subunit	58.89	19	69	19	1716124.17944	56	
P82147	Protein lethal(2)essential for life	67.91	11	56	0	537720.6714	34	
P82804	Partner of Y14 and mago	7.73	1	2	1	498.78284	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	28.39	5	20	5	328383.91934	17	
P83094	Stromal interaction molecule homolog	13.86	8	20	0	18624.3276	7	
P83967	Actin, indirect flight muscle	68.88	28	754	2	123541.73999999999	2	
P84029	Cytochrome c-2	72.22	13	152	0	5273511.15835	125	
P84040	Histone H4	57.28	7	79	0	1743510.48081	64	
P84051	Histone H2A	37.1	7	32	0	488793.53134999995	11	
P84345	ATP synthase protein 8	18.87	1	1	1	30173.914	1	
P91664	Protein max	14.29	3	4	0	9298.4035	3	
P91685	Metabotropic glutamate receptor	3.28	4	6	0	5745.503339999999	3	
P91891	Protein Mo25	24.78	10	27	0	257229.72590000002	22	
P91926	AP-2 complex subunit alpha	10.32	12	23	11	73967.18044	15	
P91927	Mitochondrial proton/calcium exchanger protein	16.58	20	38	20	120657.56325	29	
P91928	MICOS complex subunit Mic60	45.33	36	145	0	1422558.4379	108	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	32.43	13	57	0	1261721.99436	43	
P91938	Thioredoxin reductase 1, mitochondrial	35.4	13	36	0	620884.0692	35	
P92029	DnaJ-like protein 60	3.69	1	2	0	394.79144	1	
P92177	14-3-3 protein epsilon	77.86	25	246	23	7598350.76692	148	
P92204	Negative elongation factor E	9.64	3	7	3	15292.0196	4	
P92208	Stress-activated protein kinase JNK	4.3	2	3	0	3104.3449	2	
P98081	Protein disabled	4.99	10	17	0	9037.08243	9	
Q00174	Laminin subunit alpha	17.05	68	162	68	1534742.53357	133	
Q00963	Spectrin beta chain	23.88	59	161	1	1232.37702	2	
Q01603	Peroxidase	7.68	5	10	0	71146.67616	9	
Q01604	Phosphoglycerate kinase	83.37	30	234	0	5582560.69281	182	
Q01637	Uridine 5'-monophosphate synthase	10.34	6	8	6	25363.45057	6	
Q01819	Connectin	3.52	3	4	0	20691.1054	2	
Q01989	Myosin heavy chain 95F	2.08	3	3	0	43568.924	2	
Q02748	Eukaryotic initiation factor 4A	39.7	15	35	13	149337.16239	28	
Q02910	Calphotin	3.94	3	9	3	46242.03841	7	
Q03017	NF-kappa-B inhibitor cactus	15.8	6	13	0	16807.784030000003	6	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	6.25	5	5	0	338.79044	1	
Q03334	Small ribosomal subunit protein uS15	42.38	9	34	0	216101.50248	24	
Q03427	Lamin-C	55.88	41	164	3	1242333.97175	109	
Q04047	Protein no-on-transient A	21.86	12	30	0	65694.69046	13	
Q04164	Putative epidermal cell surface receptor	8.39	15	27	0	76431.3199	22	
Q04691	Fat-body protein 1	28.38	28	55	0	104006.36433	38	
Q05783	High mobility group protein D	24.11	3	11	0	36463.05447	7	
Q05825	ATP synthase subunit beta, mitochondrial	86.93	39	648	0	14357070.21122	438	
Q05856	Small nuclear ribonucleoprotein-associated protein B	14.07	3	4	3	16684.88477	2	
Q06559	Small ribosomal subunit protein uS3	80.89	23	114	0	2196670.95035	89	
Q06943	High mobility group protein Z	31.53	4	12	0	61134.722499999996	8	
Q07093	Head-specific guanylate cyclase	9.32	7	10	7	9940.2883	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	14.34	7	18	0	397032.38492	16	
Q07171	Gelsolin	24.44	18	56	0	409621.02454	47	
Q07327	Protein ROP	24.79	15	61	0	194773.42277	41	
Q08012	Growth factor receptor-bound protein 2	40.28	9	23	9	288658.8728	18	
Q08180	Irregular chiasm C-roughest protein	4.97	4	7	0	7475.570530000001	4	
Q08473	RNA-binding protein squid	38.08	8	17	0	396431.6697	15	
Q09024	Neural/ectodermal development factor IMP-L2	10.11	3	5	0	18756.48836	5	
Q09101	Locomotion-related protein Hikaru genki	4.49	4	8	4	11947.92612	5	
Q0E8C8	Serine protease inhibitor 77Ba	9.11	4	8	4	42182.17409	7	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.23	5	6	0	14402.41046	6	
Q0E9B6	Small ribosomal subunit protein uS17	45.81	11	25	7	124610.8251	20	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	1960.993	2	
Q0KIC3	Uncharacterized protein CG43427	6.27	9	12	0	5281.58544	3	
Q10714	Angiotensin-converting enzyme	10.08	10	20	0	136143.82295	19	
Q11002	Calpain-A	3.38	3	4	0	7660.636699999999	3	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	59	9	1211286.28013	58	
Q23983	Alpha-soluble NSF attachment protein	74.32	19	81	19	1778543.62436	70	
Q23997	Imaginal disk growth factor 6	56.64	25	99	0	1636249.90109	77	
Q24008	Inactivation-no-after-potential D protein	55.93	36	157	1	2474622.586	100	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	44.01	14	59	0	900425.29736	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	67.8	18	110	0	2854960.44259	95	
Q24050	Elongator complex protein 5	26.34	6	9	6	24693.09516	8	
Q24114	Division abnormally delayed protein	9.11	6	13	0	139477.64808	13	
Q24133	DnaJ protein homolog 1	14.37	5	14	0	125300.18535	10	
Q24134	Negative elongation factor D	2.42	2	2	0	10307.067	1	
Q24180	Deformed epidermal autoregulatory factor 1	3.82	2	2	0	16878.146	1	
Q24185	Protein hook	24.45	18	32	18	167354.90467	24	
Q24186	Small ribosomal subunit protein uS7A	31.58	9	35	0	518984.01929	29	
Q24207	Protein boule	21.93	4	8	0	31973.832500000004	5	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	25.68	14	24	0	102259.6032	17	
Q24210	Peripheral plasma membrane protein CASK	6.35	6	7	0	9827.7638	5	
Q24211	Protein stoned-A	45.41	30	66	0	581913.05772	50	
Q24214	Calcineurin subunit B type 2	62.35	8	29	0	348781.89978	25	
Q24238	Alkaline phosphatase 4	11.91	7	13	7	21023.627099999998	6	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.43	4	9	0	12828.17996	7	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	166	0	5807409.024110001	131	
Q24276	Hsp90 co-chaperone Cdc37	29.31	11	31	11	115256.72375	24	
Q24292	Protein dachsous	1.48	5	5	0	2976.39762	2	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	9	3	107579.44949999999	2	
Q24298	DE-cadherin	12.94	19	36	19	171874.85459	30	
Q24312	DNA-binding protein Ewg	4.64	4	6	2	28586.93135	5	
Q24318	Transcription factor Dp	18.2	7	10	1	9624.097730000001	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	6.24	3	5	3	8707.911680000001	3	
Q24322	Semaphorin-1A	5.78	5	6	0	1013.55055	2	
Q24337	Protein enhancer of rudimentary	39.42	5	10	0	33634.33194	6	
Q24372	Lachesin	10.03	5	9	5	22576.84542	6	
Q24388	Larval serum protein 2	9.56	7	10	0	13838.70185	6	
Q24400	Muscle LIM protein Mlp84B	46.87	24	110	23	763905.29909	83	
Q24407	ATP synthase-coupling factor 6, mitochondrial	59.43	8	46	0	2480060.29797	37	
Q24439	ATP synthase subunit O, mitochondrial	72.73	19	198	19	4984437.46006	164	
Q24478	Centrosome-associated zinc finger protein Cp190	14.42	15	51	15	41201.774789999996	22	
Q24491	RNA-binding protein Rsf1	32.49	8	22	0	91874.37364	12	
Q24492	Replication protein A 70 kDa DNA-binding subunit	10.78	7	9	7	18365.198089999998	7	
Q24509	Syntaxin-5	8.14	4	5	0	9457.3145	3	
Q24523	Protein bunched, class 2/F/G isoform	5.48	8	20	0	55585.90939	14	
Q24524	Protein singed	5.66	3	5	0	2337.9417	1	
Q24537	High mobility group protein DSP1	12.21	5	19	0	90166.07806	15	
Q24547	Syntaxin-1A	39.18	13	60	0	913618.33253	52	
Q24560	Tubulin beta-1 chain	83.45	27	307	3	9437685.08739	242	
Q24562	Splicing factor U2AF 50 kDa subunit	10.1	4	7	0	29142.993580000002	7	
Q24572	Chromatin assembly factor 1 p55 subunit	17.67	7	16	1	60740.702489999996	12	
Q24583	V-type proton ATPase subunit F 1	57.26	7	48	7	585901.62201	40	
Q26377	Pro-corazonin	20.13	3	12	3	38181.6032	6	
Q26416	Adult cuticle protein 1	20.0	1	2	1	79104.08	1	
Q27237	DnaJ homolog l(2)tid, mitochondrial	24.81	11	16	2	25642.90558	13	
Q27268	ATP-dependent RNA helicase WM6	25.71	10	16	5	202518.15025	11	
Q27272	Transcription initiation factor TFIID subunit 9	23.38	6	8	6	15683.0533	6	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	55.05	29	112	0	481569.11895	43	
Q27377	Putative odorant-binding protein A10	43.87	6	31	6	456690.95509	25	
Q27415	Nucleoplasmin-like protein	43.42	6	51	0	957725.51981	35	
Q27580	Adenosylhomocysteinase	17.13	6	9	0	110348.46040000001	8	
Q27597	NADPH--cytochrome P450 reductase	13.99	11	25	0	73792.09049	21	
Q27606	Cytochrome P450 4e2	5.89	3	4	0	778.781	1	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	15.04	3	13	0	34670.34031	9	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	35.96	16	64	0	60570.41645	8	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	6.15	4	4	4	6834.6579600000005	4	
Q3KN41	Neurexin 1	4.46	8	11	0	16783.9597	6	
Q45VV3	Transcriptional coactivator yorkie	11.65	5	7	0	8619.73965	4	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	32.52	2	2	2	28925.0006	2	
Q4V645	Trissin	13.89	2	4	2	10546.6148	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	5	0	12216.10804	4	
Q59E04	Neuroendocrine protein 7B2	7.97	2	4	2	25676.3614	4	
Q5U117	Complex I assembly factor Egm, mitochondrial	6.1	4	6	4	7994.9576	4	
Q6AWN0	Acireductone dioxygenase	43.01	7	14	7	159971.10666	14	
Q6NN40	Alpha N-terminal protein methyltransferase 1	7.61	2	2	0	407.38535	1	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	6.32	4	5	4	7536.0941	3	
Q709R6	LEM domain-containing protein Bocksbeutel	12.53	5	5	5	3465.46262	4	
Q70PY2	Peptidoglycan-recognition protein SB1	14.74	3	6	3	42720.8245	5	
Q7JQW6	Lipoyl synthase, mitochondrial	4.24	2	4	2	8827.240300000001	2	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	11	3	106932.47109	9	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	21	1	305139.88757	13	
Q7JUR6	Protein GDAP2 homolog	8.89	5	6	0	13842.2189	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	16.63	7	19	0	83144.94706	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	27.91	9	32	0	546370.3475	29	
Q7JW27	WASH complex subunit 1	7.01	3	3	3	1981.2986	1	
Q7JWD3	ATPase ASNA1 homolog	25.6	7	12	7	14792.49893	7	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	10.4	4	7	0	18545.4217	4	
Q7JXF5	Nuclear pore glycoprotein p62	13.96	6	14	6	85492.28007	11	
Q7JXF7	Protein seele	23.28	4	11	4	129422.35544	10	
Q7JYV2	Synaptogyrin	7.88	1	1	1	82470.82	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.98	1	1	0	837.4158	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	5676.1886	2	
Q7K0D8	Nuclear pore complex protein Nup50	20.21	12	24	12	92441.23998	22	
Q7K0E3	MOB kinase activator-like 4	22.42	4	5	0	119633.7423	5	
Q7K0L4	WD repeat-containing protein 26 homolog	2.22	2	3	0	1426.33	2	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	22.83	7	13	7	20010.750050000002	6	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	33.54	4	8	4	20694.739	3	
Q7K2D2	Dynactin subunit 2	46.58	16	45	16	390427.62517	40	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	53.47	14	39	1	7138.4395	1	
Q7K486	Armadillo repeat-containing protein 6 homolog	13.58	7	11	7	52648.154	9	
Q7K4Q5	Probable protein phosphatase CG10417	21.9	11	25	0	48906.57048	20	
Q7K4Z4	Protein immune deficiency	14.65	3	8	3	8340.20408	6	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	36.44	8	22	0	138259.68475000001	22	
Q7K556	TRPL translocation defect protein 14	10.11	5	8	0	40726.0012	8	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	44.66	16	73	16	2855541.62271	63	
Q7K5M0	Inactive serine protease scarface	14.35	6	17	6	38601.18433	12	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	54.55	7	19	7	177138.03094	17	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	45.26	20	45	0	381553.95318	37	
Q7KML2	Acyl-coenzyme A oxidase 1	3.89	3	4	3	1277.82709	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	26.34	22	54	1	445628.87094	44	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	7.96	7	12	7	25917.600540000003	7	
Q7KNF2	Polyadenylate-binding protein 2	27.68	7	11	0	85930.56474	9	
Q7KQM6	GIGYF family protein Gyf	7.56	13	18	13	40509.04778	13	
Q7KRI2	Longitudinals lacking protein-like	29.13	4	12	0	62611.00105	9	
Q7KRU8	Ferritin heavy chain	75.12	12	70	2	6265310.94435	49	
Q7KRW8	Pre-mRNA-processing factor 39	3.85	4	4	4	2389.0006	2	
Q7KTH8	COP9 signalosome complex subunit 8	21.43	5	15	5	94968.54405	15	
Q7KUT2	Lon protease homolog, mitochondrial	11.33	13	27	13	106449.23679	21	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.13	3	5	3	11109.18054	5	
Q7KW14	Coiled-coil domain-containing protein CG32809	11.43	11	14	0	43607.42695	7	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	34.23	14	60	14	1478922.81624	52	
Q7PLI7	Serine/threonine-protein kinase CG17528	4.41	3	3	3	2713.486	1	
Q7YTY6	Serine protease inhibitor 42Dd	16.4	5	9	5	38095.21915	6	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	11.75	10	23	3	55854.6263	17	
Q868Z9	Papilin	20.36	51	134	51	376119.17529	76	
Q86B87	Modifier of mdg4	7.54	5	9	0	53985.925500000005	8	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	28.38	4	7	4	25322.927559999996	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	13.0	3	3	3	10239.8301	3	
Q86NP2	Negative elongation factor A	8.87	10	18	0	47243.7855	12	
Q86P48	AT-rich binding protein	8.76	3	6	3	2658.32956	2	
Q86S05	Protein lingerer	2.69	3	7	0	8225.0661	2	
Q8I0G5	Coatomer subunit gamma	10.08	10	16	0	26504.81863	10	
Q8I7C3	LIM and SH3 domain protein Lasp	17.66	12	37	0	288313.77245	25	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	14.26	15	19	15	29349.96852	11	
Q8IN41	Protein Turandot X	16.2	2	4	2	6795.9329	3	
Q8IN43	Protein Turandot C	48.84	5	12	5	49541.61637999999	5	
Q8IN44	Protein Turandot A	52.71	7	33	7	318270.48456	25	
Q8INI8	Major heat shock 70 kDa protein Ba	22.93	14	84	0	70390.16279	15	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	1.14	4	4	1	6544.06974	3	
Q8IPM8	Complexin	65.49	10	81	0	23037.40396	5	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	14.23	7	19	7	28699.54319	12	
Q8IPX7	Exosome complex component RRP40	17.24	4	5	4	1364.0008	2	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	11.62	4	9	4	7722.096100000001	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	23.63	5	10	0	34518.6359	5	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.57	5	16	5	151130.7956	14	
Q8IQG1	MOB kinase activator-like 2	10.07	6	10	0	36404.2137	6	
Q8IQG9	Adenylate kinase 1	48.91	9	31	9	262574.9881	20	
Q8IR45	BLOC-1-related complex subunit 8 homolog	16.94	3	6	3	19373.8475	4	
Q8IRH5	Zinc finger protein indra	3.27	3	4	3	11096.9296	3	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	1	0	11519.281	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	3	2	1626.79577	3	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	18.1	6	16	6	79711.1717	12	
Q8MLY8	Small ribosomal subunit protein eS8	49.04	10	42	0	921189.82226	32	
Q8MLZ7	Chitinase-like protein Idgf3	24.49	9	20	0	97492.3297	16	
Q8MM24	Chitinase-like protein Idgf1	1.59	1	1	1	602.1233	1	
Q8MMC4	Protein CDV3 homolog	22.14	6	10	1	20446.22723	7	
Q8MR31	Slo-interacting protein 1	4.69	4	5	0	2160.13673	2	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.65	3	6	3	32659.7728	4	
Q8MR62	Phosducin-like protein 2	16.25	5	13	5	98121.03506	12	
Q8MSS1	Protein lava lamp	23.79	65	113	0	169383.15989	74	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	5754.86486	3	
Q8MSV2	Protein alan shepard	8.98	7	17	7	90017.97973	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	8.43	2	2	0	1102.6228	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.1	2	3	2	3336.73207	3	
Q8SWR8	Ataxin-2 homolog	7.29	7	15	2	27048.21548	9	
Q8SWU7	Obg-like ATPase 1	34.26	13	28	0	407592.85523	25	
Q8SX68	CTTNBP2 N-terminal-like protein	21.18	12	21	12	37141.96549	10	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	32.04	5	18	5	173813.5347	15	
Q8SY33	Protein Gawky	8.6	11	32	11	73395.81904	23	
Q8SY61	General odorant-binding protein 56d	66.41	8	69	0	1984543.50777	59	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.86	7	15	7	343723.1975	13	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	7.05	3	6	3	6714.454100000001	4	
Q8SYG2	COP9 signalosome complex subunit 3	1.8	1	1	1	5482.1196	1	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	1735.08206	2	
Q8SZ63	Golgin-84	10.27	6	8	6	14013.1878	4	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	38.82	4	12	4	167507.09056	12	
Q8T045	O-glucosyltransferase rumi	7.79	4	4	1	5778.8727	4	
Q8T079	Cytokine-like nuclear factor N-PAC	28.57	13	37	0	289071.78643	31	
Q8T0Q4	Charged multivesicular body protein 4	52.65	15	48	15	366787.77156	40	
Q8T0R7	Chitinase-like protein Idgf5	4.95	2	2	2	2240.3464	1	
Q8T390	Endophilin-A	53.66	19	86	0	1873914.44835	75	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	14.78	7	9	7	58627.306899999996	7	
Q8T3U2	Small ribosomal subunit protein uS12	47.55	7	19	0	392019.82981	13	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	44.62	5	14	5	138554.1929	10	
Q8T6B9	Poly(U)-binding-splicing factor hfp	9.42	6	16	2	68189.68521	14	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	43.03	6	10	6	1915.24984	4	
Q8T9B6	LDLR chaperone boca	54.44	10	38	10	223059.48698	26	
Q8WTC1	Small ribosomal subunit protein uS15m	15.36	4	7	4	10478.813	3	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	64.16	37	121	0	2424801.8063	108	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	52.35	10	106	0	3341663.3027399997	77	
Q94516	ATP synthase subunit b, mitochondrial	61.73	18	163	18	3606791.5161699997	123	
Q94518	Nascent polypeptide-associated complex subunit alpha	57.14	9	22	0	570378.16985	20	
Q94521	Arylalkylamine N-acetyltransferase 1	20.73	6	27	0	560703.3352	25	
