Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 126, Sample, n/a, SFug_F3	Abundances Count: F8: 126, Sample, n/a, SFug_F3	Modifications
P48605	T-complex protein 1 subunit gamma	40.44	24	51	0	3115404.77276	44	
P48607	Protein spaetzle	9.2	3	4	0	4302.4347	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	195611.4154	8	
P48610	Arginine kinase 1	76.69	46	489	0	139749496.6548	433	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2264385.3511	33	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2065257.16761	38	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	532510.92217	8	
P49028	Protein mago nashi	11.56	2	7	2	106461.3508	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	484387.59849999996	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	36801.552	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	1155429.6737000002	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	5077.443	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	97994.4429	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	6188.5229	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	12406.895859999999	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	77490.46429999999	4	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	3470243.9112299997	29	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	469315.1174	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	15005.01276	3	
P51406	Bystin	1.83	1	1	1	897.9047	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	1212201.8157	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	114393.74515	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	1017023.1908	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	630948.124	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	9656.309000000001	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	105394.37	6	
P53501	Actin-57B	70.21	33	663	5	81867432.10856	92	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	24350.355	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	1363310.3206	18	
P53997	Protein SET	15.24	4	9	4	517803.706	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	153146.7926	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	25465.227	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	32656847.26111	115	
P54193	General odorant-binding protein 83a	42.86	7	17	0	2424314.2800000003	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	619787.5596	14	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	74975.55780000001	4	
P54352	Ethanolamine kinase	13.9	6	7	4	290064.35599999997	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	1131795.76055	28	
P54357	Myosin-2 essential light chain	89.12	10	58	1	4115755.4565000003	49	
P54359	Septin-2	13.13	7	12	1	721001.6758999999	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	52220.895000000004	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	10854989.7836	92	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	89460.1747	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	23402573.79011	180	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	31720987.67547	164	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	582858.942	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	879017.585	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	3118511.4664	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	8128523.62347	64	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	3155922.79	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	4336919.5826	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	116308.4912	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	282463.096	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	2225913.7344	22	
P61849	Dromyosuppressin	29.0	3	3	0	76858.227	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	19273137.41666	109	
P61855	Adipokinetic hormone	37.97	2	4	2	47469.5172	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	4024656.8	3	
P62152	Calmodulin	99.33	19	482	0	98122282.34538	419	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	2722868.8945	24	
P81829	Leucokinin	6.25	1	2	1	23396.223	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	13634061.88954	86	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	6440817.86912	37	
P82295	Prominin-like protein	0.99	1	1	0	1237938.6	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	16967.27247	5	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	1146829.9070000001	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	399789.07655	12	
P83967	Actin, indirect flight muscle	69.15	30	612	3	280223.9735	11	
P84029	Cytochrome c-2	76.85	13	103	0	32044638.12227	101	
P84040	Histone H4	60.19	11	107	0	16156559.975300001	94	
P84051	Histone H2A	42.74	7	32	0	3280242.8655	14	
P84345	ATP synthase protein 8	18.87	1	11	1	466825.8714	11	
P91664	Protein max	4.35	1	1	0	22700.922	1	
P91891	Protein Mo25	34.22	13	25	0	1945319.3643	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	526255.84063	24	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	2141631.03625	56	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	12866145.20076	109	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	7164352.4569	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3872427.3874	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	7410.76	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	36828435.183860004	205	
P92204	Negative elongation factor E	14.64	4	4	4	135584.412	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	45721.9075	4	
P98081	Protein disabled	6.16	12	15	0	74187.12194	12	
Q00174	Laminin subunit alpha	22.68	79	156	79	9847308.89549	144	
Q01603	Peroxidase	10.14	6	8	0	200238.4507	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	37656061.45822	208	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	157650.0117	7	
Q01819	Connectin	2.64	2	2	0	69518.53	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	17847.753	2	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	3840432.4315500003	31	
Q02910	Calphotin	6.83	4	15	4	262815.3809	12	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	150304.1806	7	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	45438.3628	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	2720954.2325	27	
Q03427	Lamin-C	66.67	46	141	3	8057158.0236	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	140499.05492999998	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	336845.6083	15	
Q04691	Fat-body protein 1	29.93	28	50	0	194367.99284	38	
Q05783	High mobility group protein D	21.43	2	7	0	119804.5791	4	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	100215890.20661	509	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	32653.565349999997	3	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	18937647.3299	104	
Q06943	High mobility group protein Z	21.62	3	10	0	83738.0974	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	47022.1598	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1573845.7417000001	22	
Q07171	Gelsolin	22.06	16	44	0	3300619.78064	42	
Q07327	Protein ROP	24.29	15	40	0	1952274.47784	38	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	1382784.9056	25	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	2634.0938	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	2640333.4594	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	158439.99	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	20972.0744	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	650374.23603	15	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	154146.7227	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1909116.8145	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	15944.0557	5	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	6758.886	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	247642.375	11	
Q11002	Calpain-A	7.37	6	7	0	155396.3394	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	3498287.07954	32	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	11583221.93303	83	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	7076777.0856	81	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	11815558.43964	105	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	6685617.4665	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	15617483.578	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	295837.44190000003	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	437100.63327	13	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	946245.1553	21	
Q24134	Negative elongation factor D	4.84	2	2	0	36770.7699	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	13130.2196	4	
Q24185	Protein hook	28.28	21	32	21	815567.4377	32	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1540811.4659	33	
Q24207	Protein boule	36.4	6	12	0	331279.59270000004	11	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	475742.83864	18	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	22017.5155	6	
Q24211	Protein stoned-A	42.71	35	65	0	2545553.539	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	5731383.0774	28	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	243763.1071	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	121331.293	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	39812262.19258	167	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	953519.0864	26	
Q24292	Protein dachsous	0.54	2	2	0	33062.7485	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	201527.8403	2	
Q24298	DE-cadherin	21.57	29	50	29	1613247.766	46	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	50512.1103	5	
Q24318	Transcription factor Dp	16.18	7	8	0	71903.74704999999	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	681883.242	8	
Q24322	Semaphorin-1A	4.67	4	5	0	33498.02764	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	344961.174	4	
Q24372	Lachesin	27.58	9	17	9	803422.6975	16	
Q24388	Larval serum protein 2	12.27	8	11	0	158494.7817	8	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	8909504.10706	74	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	9243405.13666	58	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	64049937.9186	180	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	405674.88726	22	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	410654.44714	10	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	87896.4927	8	
Q24509	Syntaxin-5	4.93	2	3	0	25664.9754	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	483118.77337999997	15	
Q24524	Protein singed	10.35	5	5	0	25906.4483	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	815084.9061	14	
Q24547	Syntaxin-1A	43.64	15	53	0	4902975.2926	49	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	61035589.9493	254	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	123469.761	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	477340.4349	9	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	4800999.0482	31	
Q26377	Pro-corazonin	44.81	5	17	5	255593.23	15	
Q26416	Adult cuticle protein 1	20.0	1	3	1	295475.78	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	323653.08946	12	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	827909.17144	17	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	65687.7528	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	5884003.38316	50	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	1712715.0338	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	4261362.6784	49	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	762780.62045	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	330777.17110000004	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	724156.97248	19	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	840519.4886	15	
Q3KN41	Neurexin 1	3.37	5	5	0	29637.3612	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	4400.596039999999	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	112975.2011	4	
Q4V645	Trissin	7.41	1	1	1	29168.152	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	173223.93605	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	60783.226	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	611755.7548999999	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	21235.2755	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	13207.54514	4	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	134020.0094	6	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	278104.8614	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	280876.08103	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	1201529.9702	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	758916.6252	14	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	103273.7765	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	597032.3483	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1180589.7486	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	34067.633	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	237689.04320000001	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	159060.06046	8	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	946926.59315	17	
Q7JXF7	Protein seele	39.15	6	16	6	510683.70065	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	4178.0006	2	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	52020.0199	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	105157.26587	4	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	218036.30635	14	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	210730.70573000002	9	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	280287.0678	12	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	161571.459	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	3907.1523	1	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	3136917.1693	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	60828.4833	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	478294.12375	11	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	522903.35503	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	47461.2943	4	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	1128968.7648	22	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	77165.06	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	19005460.730299998	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	177555.18264	8	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	3022325.415	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	2804064.2361500002	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	30691.841500000002	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	3611707.7288	65	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	328756.1678	15	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	570338.59067	13	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	30503.5495	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	64623.515	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	516743.4622	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	28037797.0008	75	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	8060.867	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	294431.799	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	621345.5503	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	123632.31999999999	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	58630.88545	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	55558.24465	6	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	6308934.81543	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	2387.8499	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	1799964.95483	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	565744.8166	19	
Q868Z9	Papilin	23.81	59	118	59	3907856.19689	107	
Q86B79	RING finger protein unkempt	6.18	3	3	0	64523.9588	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	93986.43196	6	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	71988.32766	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	5346.7069	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	153713.63796	14	
Q86P48	AT-rich binding protein	5.15	1	2	1	2465.5552	1	
Q86S05	Protein lingerer	5.96	6	8	0	12198.79482	7	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	101563.783	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	1952549.9553	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	110687.28649	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	38943.101	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	398875.0496	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	2050926.77114	30	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	413918.9472	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	640.80664	1	
Q8IPM8	Complexin	71.13	11	97	0	29938.8886	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	335187.581	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	179087.8598	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	38001.832299999995	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	148560.33899000002	9	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	446031.6436	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	434735.71499999997	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	2934002.62371	42	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	56882.09	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	17544.244	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	17201.532900000002	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	513380.20670000004	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	152435.8014	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	3827256.3428599997	44	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	958781.7358499999	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	26246.897	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	38535.886	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	18549.62403	4	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	314786.07553000003	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	697083.82428	72	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	68022.4765	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	853067.3204	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	25810.113	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	28410.3204	7	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1476966.2402	18	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	655053.4151	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1717411.1858	18	
Q8SY33	Protein Gawky	14.09	15	25	15	235571.97246	22	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	6220954.0797	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	864662.59875	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	107741.28700000001	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	8993.373	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	16648.4635	2	
Q8SZ63	Golgin-84	13.57	7	7	7	21560.9136	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	597761.0462	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	1758788.0371	41	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	2092977.8945	56	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	5124.5815	1	
Q8T390	Endophilin-A	62.33	23	114	0	7321913.00768	99	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	216606.52810000003	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	1903913.9873	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	649151.8513	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	399443.66813	14	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	27.88	3	4	3	8805.5386	3	
Q8T9B6	LDLR chaperone boca	41.11	9	23	9	1543879.5424	23	
Q8WTC1	Small ribosomal subunit protein uS15m	11.43	3	5	3	45671.77226	5	
