Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127C, Sample, n/a, SF1g_F1	Abundances Count: F5: 127C, Sample, n/a, SF1g_F1	Modifications
P48610	Arginine kinase 1	75.28	38	429	0	33505185.85674	360	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	63.1	8	28	8	644643.2360500001	21	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	41.57	12	53	0	738299.42663	47	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	19.48	6	18	0	66457.78563	13	
P49028	Protein mago nashi	46.26	6	12	6	262688.38942	9	
P49071	MAP kinase-activated protein kinase 2	13.93	6	12	0	102172.92480000001	9	
P49630	Large ribosomal subunit protein eL36	16.52	2	8	0	394977.10104	8	
P49657	Serine/threonine-protein kinase minibrain	1.65	2	2	0	7039.8253	2	
P49847	Transcription initiation factor TFIID subunit 6	11.22	6	8	1	26027.80016	6	
P49866	Transcription factor HNF-4 homolog	2.7	2	3	0	454.8639	1	
P49906	Transcription initiation factor TFIID subunit 11	9.69	2	2	2	8193.3108	2	
P49963	Signal recognition particle 19 kDa protein	29.38	3	5	3	13936.84856	4	
P50882	Large ribosomal subunit protein uL6	58.42	10	32	0	1158795.56008	29	
P50887	Large ribosomal subunit protein eL22	24.08	8	18	8	189696.65287	17	
P51140	Segment polarity protein dishevelled	7.06	5	6	5	16574.698	5	
P51406	Bystin	5.96	3	4	3	2855.78225	3	
P52029	Glucose-6-phosphate isomerase	13.44	7	11	7	91257.45715	10	
P52034	ATP-dependent 6-phosphofructokinase	7.99	7	11	1	31504.10109	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	20.37	10	33	0	396676.9679	26	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	39.7	8	14	0	25397.96705	7	
P52654	Transcription initiation factor IIA subunit 1	5.19	2	2	2	1792.627	1	
P53034	Replication factor C subunit 2	16.31	6	9	6	33261.6893	9	
P53501	Actin-57B	77.13	31	817	3	10737062.65231	99	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.9	3	4	0	8509.8064	3	
P53777	Muscle LIM protein 1	56.52	5	52	0	584561.54083	35	
P53997	Protein SET	11.52	3	3	3	41158.4964	3	
P54185	Putative odorant-binding protein A5	12.38	3	6	3	192717.922	6	
P54191	General odorant-binding protein 69a	13.51	2	10	2	126413.908	10	
P54192	General odorant-binding protein 19d	71.33	11	165	11	17103642.19064	154	
P54193	General odorant-binding protein 83a	42.86	7	24	0	1075677.20325	22	
P54195	General odorant-binding protein 28a	26.57	4	24	4	289535.38062999997	20	
P54351	Vesicle-fusing ATPase 2	15.16	12	32	0	5974.2561000000005	3	
P54352	Ethanolamine kinase	15.25	7	8	5	63371.282349999994	7	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	41.57	6	13	6	315118.4475	12	
P54357	Myosin-2 essential light chain	89.12	10	58	1	1239326.24565	49	
P54359	Septin-2	8.83	4	13	1	48208.95409	11	
P54367	Casein kinase I isoform alpha	5.04	2	2	0	1747.8184	1	
P54385	Glutamate dehydrogenase, mitochondrial	47.69	26	97	7	2091391.62619	86	
P54397	39 kDa FK506-binding nuclear protein	4.2	2	2	2	10261.0577	2	
P54399	Protein disulfide-isomerase	67.14	31	156	0	8690505.18943	142	
P54611	V-type proton ATPase subunit E	84.07	25	202	0	10256561.6252	159	
P54622	Single-stranded DNA-binding protein, mitochondrial	23.97	4	9	4	143159.8812	8	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.82	11	28	0	164564.98511	22	
P55828	Small ribosomal subunit protein uS10	41.67	5	13	5	432757.33226	12	
P55830	Small ribosomal subunit protein eS1	59.7	19	95	19	3180512.11952	77	
P55841	Large ribosomal subunit protein eL14	45.78	10	32	10	1159832.58651	29	
P55935	Small ribosomal subunit protein uS4	53.33	15	63	0	1500910.74052	56	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	4.03	2	5	0	8782.201000000001	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	12	3	102068.07376	10	
P61209	ADP-ribosylation factor 1	35.16	5	15	0	715300.3791499999	12	
P61849	Dromyosuppressin	28.0	2	2	0	146872.99599999998	2	
P61851	Superoxide dismutase [Cu-Zn]	78.43	12	152	12	10414886.97993	122	
P61855	Adipokinetic hormone	24.05	1	3	1	35210.5872	3	
P61857	Tubulin beta-2 chain	42.38	15	197	1	3211452.69	3	
P62152	Calmodulin	98.66	18	386	0	21591413.99709	296	
P80455	Small ribosomal subunit protein eS12	70.5	7	43	7	1430784.25363	29	
P81829	Leucokinin	11.88	2	3	2	3047.6853499999997	3	
P81900	cAMP-dependent protein kinase type II regulatory subunit	58.89	19	69	19	2720476.3521	58	
P82147	Protein lethal(2)essential for life	67.91	11	56	0	1447920.6106	40	
P82804	Partner of Y14 and mago	7.73	1	2	1	540.5084	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	28.39	5	20	5	789809.84735	19	
P83094	Stromal interaction molecule homolog	13.86	8	20	0	47755.36458	14	
P83967	Actin, indirect flight muscle	68.88	28	754	2	197516.5693	3	
P84029	Cytochrome c-2	72.22	13	152	0	14055412.87387	134	
P84040	Histone H4	57.28	7	79	0	3985377.28343	71	
P84051	Histone H2A	37.1	7	32	0	1050526.574	11	
P84345	ATP synthase protein 8	18.87	1	1	1	68478.98	1	
P91664	Protein max	14.29	3	4	0	12950.705999999998	4	
P91685	Metabotropic glutamate receptor	3.28	4	6	0	9504.33295	5	
P91891	Protein Mo25	24.78	10	27	0	514833.69408	26	
P91926	AP-2 complex subunit alpha	10.32	12	23	11	114229.18724	16	
P91927	Mitochondrial proton/calcium exchanger protein	16.58	20	38	20	317498.22832	33	
P91928	MICOS complex subunit Mic60	45.33	36	145	0	3352041.10078	119	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	32.43	13	57	0	2521610.92268	46	
P91938	Thioredoxin reductase 1, mitochondrial	35.4	13	36	0	1118741.83703	35	
P92029	DnaJ-like protein 60	3.69	1	2	0	1190.7215	2	
P92177	14-3-3 protein epsilon	77.86	25	246	23	12248521.46963	157	
P92204	Negative elongation factor E	9.64	3	7	3	21817.7317	5	
P92208	Stress-activated protein kinase JNK	4.3	2	3	0	7808.94517	3	
P98081	Protein disabled	4.99	10	17	0	15709.65213	11	
Q00174	Laminin subunit alpha	17.05	68	162	68	3069104.19426	144	
Q00963	Spectrin beta chain	23.88	59	161	1	3148.2465	2	
Q01603	Peroxidase	7.68	5	10	0	135799.60414	10	
Q01604	Phosphoglycerate kinase	83.37	30	234	0	11796182.6969	197	
Q01637	Uridine 5'-monophosphate synthase	10.34	6	8	6	43637.2549	7	
Q01819	Connectin	3.52	3	4	0	49086.71076	4	
Q01989	Myosin heavy chain 95F	2.08	3	3	0	77931.438	2	
Q02748	Eukaryotic initiation factor 4A	39.7	15	35	13	298411.29408	27	
Q02910	Calphotin	3.94	3	9	3	86460.45185	8	
Q03017	NF-kappa-B inhibitor cactus	15.8	6	13	0	42762.0076	10	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	6.25	5	5	0	1403.83385	2	
Q03334	Small ribosomal subunit protein uS15	42.38	9	34	0	398585.5382	24	
Q03427	Lamin-C	55.88	41	164	3	2474992.07079	126	
Q04047	Protein no-on-transient A	21.86	12	30	0	110504.92299	18	
Q04164	Putative epidermal cell surface receptor	8.39	15	27	0	161027.26312000002	25	
Q04691	Fat-body protein 1	28.38	28	55	0	243587.85804	44	
Q05783	High mobility group protein D	24.11	3	11	0	51982.534230000005	8	
Q05825	ATP synthase subunit beta, mitochondrial	86.93	39	648	0	28233217.68081	487	
Q05856	Small nuclear ribonucleoprotein-associated protein B	14.07	3	4	3	31705.262899999998	2	
Q06559	Small ribosomal subunit protein uS3	80.89	23	114	0	3972554.90088	95	
Q06943	High mobility group protein Z	31.53	4	12	0	92152.95503	9	
Q07093	Head-specific guanylate cyclase	9.32	7	10	7	20715.217650000002	7	
Q07152	Inosine-5'-monophosphate dehydrogenase	14.34	7	18	0	756582.5993	17	
Q07171	Gelsolin	24.44	18	56	0	764520.38784	48	
Q07327	Protein ROP	24.79	15	61	0	341006.88768	46	
Q08012	Growth factor receptor-bound protein 2	40.28	9	23	9	535540.6820200001	20	
Q08180	Irregular chiasm C-roughest protein	4.97	4	7	0	11227.56754	6	
Q08473	RNA-binding protein squid	38.08	8	17	0	710572.8687	15	
Q09024	Neural/ectodermal development factor IMP-L2	10.11	3	5	0	31711.62175	5	
Q09101	Locomotion-related protein Hikaru genki	4.49	4	8	4	20642.795700000002	5	
Q0E8C8	Serine protease inhibitor 77Ba	9.11	4	8	4	60957.7449	7	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.23	5	6	0	26403.80845	6	
Q0E9B6	Small ribosomal subunit protein uS17	45.81	11	25	7	228612.91798	20	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	3474.6087500000003	2	
Q0KIC3	Uncharacterized protein CG43427	6.27	9	12	0	11566.53075	4	
Q10714	Angiotensin-converting enzyme	10.08	10	20	0	234165.03486	20	
Q11002	Calpain-A	3.38	3	4	0	9672.277600000001	3	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	59	9	2616325.43481	57	
Q23983	Alpha-soluble NSF attachment protein	74.32	19	81	19	3330484.0415	73	
Q23997	Imaginal disk growth factor 6	56.64	25	99	0	3481713.92324	82	
Q24008	Inactivation-no-after-potential D protein	55.93	36	157	1	4208081.5254	114	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	44.01	14	59	0	1665350.36793	52	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	67.8	18	110	0	4950395.33945	98	
Q24050	Elongator complex protein 5	26.34	6	9	6	42655.0527	8	
Q24114	Division abnormally delayed protein	9.11	6	13	0	238868.01570000002	13	
Q24133	DnaJ protein homolog 1	14.37	5	14	0	273460.3363	12	
Q24134	Negative elongation factor D	2.42	2	2	0	22474.45	1	
Q24180	Deformed epidermal autoregulatory factor 1	3.82	2	2	0	31208.98	1	
Q24185	Protein hook	24.45	18	32	18	289341.8327	25	
Q24186	Small ribosomal subunit protein uS7A	31.58	9	35	0	1021394.8659	30	
Q24207	Protein boule	21.93	4	8	0	49234.10587	7	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	25.68	14	24	0	165712.57508	19	
Q24210	Peripheral plasma membrane protein CASK	6.35	6	7	0	23228.9199	5	
Q24211	Protein stoned-A	45.41	30	66	0	1075452.18709	54	
Q24214	Calcineurin subunit B type 2	62.35	8	29	0	711897.71185	28	
Q24238	Alkaline phosphatase 4	11.91	7	13	7	45979.852100000004	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.43	4	9	0	23071.40507	8	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	166	0	10404852.25174	143	
Q24276	Hsp90 co-chaperone Cdc37	29.31	11	31	11	252698.28746	24	
Q24292	Protein dachsous	1.48	5	5	0	3031.06721	3	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	9	3	174189.9849	3	
Q24298	DE-cadherin	12.94	19	36	19	281281.84166	30	
Q24312	DNA-binding protein Ewg	4.64	4	6	2	42491.413160000004	5	
Q24318	Transcription factor Dp	18.2	7	10	1	23317.17526	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	6.24	3	5	3	12647.91	3	
Q24322	Semaphorin-1A	5.78	5	6	0	1682.1344	3	
Q24337	Protein enhancer of rudimentary	39.42	5	10	0	53623.41124	8	
Q24372	Lachesin	10.03	5	9	5	38564.12784	6	
Q24388	Larval serum protein 2	9.56	7	10	0	46202.7517	8	
Q24400	Muscle LIM protein Mlp84B	46.87	24	110	23	2153277.32013	93	
Q24407	ATP synthase-coupling factor 6, mitochondrial	59.43	8	46	0	3698128.94952	36	
Q24439	ATP synthase subunit O, mitochondrial	72.73	19	198	19	11057048.5817	172	
Q24478	Centrosome-associated zinc finger protein Cp190	14.42	15	51	15	134185.32826	36	
Q24491	RNA-binding protein Rsf1	32.49	8	22	0	112370.99853	13	
Q24492	Replication protein A 70 kDa DNA-binding subunit	10.78	7	9	7	30644.0641	6	
Q24509	Syntaxin-5	8.14	4	5	0	14182.874	2	
Q24523	Protein bunched, class 2/F/G isoform	5.48	8	20	0	92465.63724	17	
Q24524	Protein singed	5.66	3	5	0	9321.69645	3	
Q24537	High mobility group protein DSP1	12.21	5	19	0	138840.23739999998	15	
Q24547	Syntaxin-1A	39.18	13	60	0	1876835.3357	54	
Q24560	Tubulin beta-1 chain	83.45	27	307	3	16912115.53593	256	
Q24562	Splicing factor U2AF 50 kDa subunit	10.1	4	7	0	49912.18333	7	
Q24572	Chromatin assembly factor 1 p55 subunit	17.67	7	16	1	92161.44766	15	
Q24583	V-type proton ATPase subunit F 1	57.26	7	48	7	1043291.58078	42	
Q26377	Pro-corazonin	20.13	3	12	3	49017.76231	6	
Q26416	Adult cuticle protein 1	20.0	1	2	1	108662.98	1	
Q27237	DnaJ homolog l(2)tid, mitochondrial	24.81	11	16	2	53941.73655	12	
Q27268	ATP-dependent RNA helicase WM6	25.71	10	16	5	370024.98654	10	
Q27272	Transcription initiation factor TFIID subunit 9	23.38	6	8	6	54149.92105	7	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	55.05	29	112	0	1042672.77942	44	
Q27377	Putative odorant-binding protein A10	43.87	6	31	6	959759.93665	29	
Q27415	Nucleoplasmin-like protein	43.42	6	51	0	1521558.19337	36	
Q27580	Adenosylhomocysteinase	17.13	6	9	0	182190.20853	8	
Q27597	NADPH--cytochrome P450 reductase	13.99	11	25	0	162336.26085	22	
Q27606	Cytochrome P450 4e2	5.89	3	4	0	4035.6095	2	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	15.04	3	13	0	63079.835399999996	9	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	35.96	16	64	0	104927.4815	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	6.15	4	4	4	14703.213199999998	4	
Q3KN41	Neurexin 1	4.46	8	11	0	35429.84342	10	
Q45VV3	Transcriptional coactivator yorkie	11.65	5	7	0	14252.3086	5	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	32.52	2	2	2	46784.164	1	
Q4V645	Trissin	13.89	2	4	2	18181.838600000003	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	5	0	16691.57604	4	
Q59E04	Neuroendocrine protein 7B2	7.97	2	4	2	47808.35	4	
Q5U117	Complex I assembly factor Egm, mitochondrial	6.1	4	6	4	12694.67786	5	
Q6AWN0	Acireductone dioxygenase	43.01	7	14	7	329797.3804	14	
Q6NN40	Alpha N-terminal protein methyltransferase 1	7.61	2	2	0	877.9802	1	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	6.32	4	5	4	12593.2963	3	
Q709R6	LEM domain-containing protein Bocksbeutel	12.53	5	5	5	7329.1365	4	
Q70PY2	Peptidoglycan-recognition protein SB1	14.74	3	6	3	144237.4306	6	
Q7JQW6	Lipoyl synthase, mitochondrial	4.24	2	4	2	17174.9179	3	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	11	3	262126.19170000002	9	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	21	1	562372.21959	15	
Q7JUR6	Protein GDAP2 homolog	8.89	5	6	0	37007.7668	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	16.63	7	19	0	142825.37048	17	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	27.91	9	32	0	972904.5572	29	
Q7JW27	WASH complex subunit 1	7.01	3	3	3	3272.9133	1	
Q7JWD3	ATPase ASNA1 homolog	25.6	7	12	7	34188.34569	9	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	10.4	4	7	0	49263.6964	7	
Q7JXF5	Nuclear pore glycoprotein p62	13.96	6	14	6	150428.9459	10	
Q7JXF7	Protein seele	23.28	4	11	4	201567.4495	11	
Q7JYV2	Synaptogyrin	7.88	1	1	1	80720.98	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.98	1	1	0	728.11127	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	10633.422	4	
Q7K0D8	Nuclear pore complex protein Nup50	20.21	12	24	12	170353.49757	22	
Q7K0E3	MOB kinase activator-like 4	22.42	4	5	0	214290.0857	4	
Q7K0L4	WD repeat-containing protein 26 homolog	2.22	2	3	0	6243.08502	3	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	22.83	7	13	7	46347.7368	7	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	33.54	4	8	4	58499.26935	5	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	433.4529	1	
Q7K2D2	Dynactin subunit 2	46.58	16	45	16	733311.9513300001	40	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	53.47	14	39	1	14517.13165	2	
Q7K486	Armadillo repeat-containing protein 6 homolog	13.58	7	11	7	109739.05808	11	
Q7K4Q5	Probable protein phosphatase CG10417	21.9	11	25	0	97247.53318	22	
Q7K4Z4	Protein immune deficiency	14.65	3	8	3	20977.43424	7	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	36.44	8	22	0	272965.80498	21	
Q7K556	TRPL translocation defect protein 14	10.11	5	8	0	70211.4301	8	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	44.66	16	73	16	5284678.81205	63	
Q7K5M0	Inactive serine protease scarface	14.35	6	17	6	98213.03803	14	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	54.55	7	19	7	363198.26284	19	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	45.26	20	45	0	713762.96782	39	
Q7KML2	Acyl-coenzyme A oxidase 1	3.89	3	4	3	6812.6641	3	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	26.34	22	54	1	802105.42784	47	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	7.96	7	12	7	56799.710380000004	10	
Q7KNF2	Polyadenylate-binding protein 2	27.68	7	11	0	133080.79200000002	10	
Q7KQM6	GIGYF family protein Gyf	7.56	13	18	13	79171.93495	16	
Q7KRI2	Longitudinals lacking protein-like	29.13	4	12	0	139372.8915	9	
Q7KRU8	Ferritin heavy chain	75.12	12	70	2	12796602.55119	56	
Q7KRW8	Pre-mRNA-processing factor 39	3.85	4	4	4	4215.834699999999	2	
Q7KTH8	COP9 signalosome complex subunit 8	21.43	5	15	5	169678.4671	15	
Q7KUT2	Lon protease homolog, mitochondrial	11.33	13	27	13	220146.51	22	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.13	3	5	3	21237.7228	5	
Q7KW14	Coiled-coil domain-containing protein CG32809	11.43	11	14	0	34972.32069	10	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	34.23	14	60	14	2589254.59316	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	4.41	3	3	3	4407.47792	2	
Q7YTY6	Serine protease inhibitor 42Dd	16.4	5	9	5	65990.62776999999	8	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	11.75	10	23	3	113077.07016	19	
Q868Z9	Papilin	20.36	51	134	51	1022885.98757	99	
Q86B79	RING finger protein unkempt	1.34	1	2	0	464.14255	1	
Q86B87	Modifier of mdg4	7.54	5	9	0	99930.5512	9	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	28.38	4	7	4	38085.504199999996	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	13.0	3	3	3	17063.28245	3	
Q86NP2	Negative elongation factor A	8.87	10	18	0	104991.86481	16	
Q86P48	AT-rich binding protein	8.76	3	6	3	3442.9806	2	
Q86S05	Protein lingerer	2.69	3	7	0	13044.35038	3	
Q8I0G5	Coatomer subunit gamma	10.08	10	16	0	45676.48873	11	
Q8I7C3	LIM and SH3 domain protein Lasp	17.66	12	37	0	570320.4395	30	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	14.26	15	19	15	53184.719619999996	16	
Q8IN41	Protein Turandot X	16.2	2	4	2	8348.0115	3	
Q8IN43	Protein Turandot C	48.84	5	12	5	197934.35768	11	
Q8IN44	Protein Turandot A	52.71	7	33	7	675612.9891	25	
Q8INI8	Major heat shock 70 kDa protein Ba	22.93	14	84	0	95251.39096	17	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	1.14	4	4	1	13701.475699999999	3	
Q8IPM8	Complexin	65.49	10	81	0	35288.90345	5	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	14.23	7	19	7	54445.37238	15	
Q8IPX7	Exosome complex component RRP40	17.24	4	5	4	5354.0874	3	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	11.62	4	9	4	16585.49524	5	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	23.63	5	10	0	82331.4745	5	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.57	5	16	5	235664.7969	15	
Q8IQG1	MOB kinase activator-like 2	10.07	6	10	0	67393.53877	7	
Q8IQG9	Adenylate kinase 1	48.91	9	31	9	545438.6237	22	
Q8IR45	BLOC-1-related complex subunit 8 homolog	16.94	3	6	3	38622.5013	4	
Q8IRH5	Zinc finger protein indra	3.27	3	4	3	25325.7794	4	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	1	0	19721.559	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	3	2	3149.7440100000003	3	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	18.1	6	16	6	168355.3998	12	
Q8MLY8	Small ribosomal subunit protein eS8	49.04	10	42	0	1642618.77612	35	
Q8MLZ7	Chitinase-like protein Idgf3	24.49	9	20	0	213764.6034	17	
Q8MM24	Chitinase-like protein Idgf1	1.59	1	1	1	3207.5957	1	
Q8MMC4	Protein CDV3 homolog	22.14	6	10	1	26477.9425	8	
Q8MR31	Slo-interacting protein 1	4.69	4	5	0	2514.54547	4	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.65	3	6	3	67369.38419	4	
Q8MR62	Phosducin-like protein 2	16.25	5	13	5	193405.0106	12	
Q8MSS1	Protein lava lamp	23.79	65	113	0	339481.13009	83	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	9146.1409	3	
Q8MSV2	Protein alan shepard	8.98	7	17	7	163591.04869999998	13	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	8.43	2	2	0	1261.13489	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.1	2	3	2	4782.84654	2	
Q8SWR8	Ataxin-2 homolog	7.29	7	15	2	50937.28508	12	
Q8SWU7	Obg-like ATPase 1	34.26	13	28	0	862589.99655	25	
Q8SX68	CTTNBP2 N-terminal-like protein	21.18	12	21	12	61823.09956	13	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	32.04	5	18	5	266280.1765	15	
Q8SY33	Protein Gawky	8.6	11	32	11	116960.94628999999	25	
Q8SY61	General odorant-binding protein 56d	66.41	8	69	0	4690092.82146	67	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.86	7	15	7	605106.09582	14	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	7.05	3	6	3	14692.88207	5	
Q8SYG2	COP9 signalosome complex subunit 3	1.8	1	1	1	7537.429	1	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	2443.33212	2	
Q8SZ63	Golgin-84	10.27	6	8	6	19802.266	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	38.82	4	12	4	274179.16686	12	
Q8T045	O-glucosyltransferase rumi	7.79	4	4	1	11563.02395	4	
Q8T079	Cytokine-like nuclear factor N-PAC	28.57	13	37	0	500277.37753	32	
Q8T0Q4	Charged multivesicular body protein 4	52.65	15	48	15	673985.76185	42	
Q8T0R7	Chitinase-like protein Idgf5	4.95	2	2	2	3827.7725	2	
Q8T390	Endophilin-A	53.66	19	86	0	3506793.08332	76	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	14.78	7	9	7	146609.047	8	
Q8T3U2	Small ribosomal subunit protein uS12	47.55	7	19	0	715368.53345	14	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	44.62	5	14	5	200907.13569999998	11	
Q8T6B9	Poly(U)-binding-splicing factor hfp	9.42	6	16	2	104092.6326	15	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	43.03	6	10	6	5139.85521	7	
