Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128N, Sample, n/a, SF1g_M3	Abundances Count: F8: 128N, Sample, n/a, SF1g_M3	Modifications
P48603	F-actin-capping protein subunit beta	38.77	10	12	0	355866.1229	12	
P48604	GrpE protein homolog, mitochondrial	45.07	11	39	11	3030131.1837	37	
P48605	T-complex protein 1 subunit gamma	40.44	24	51	0	3152749.64305	44	
P48607	Protein spaetzle	9.2	3	4	0	2405.8661	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	181950.9349	8	
P48610	Arginine kinase 1	76.69	46	489	0	127103487.46301	438	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2545302.63234	34	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2233373.33691	38	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	749323.90914	8	
P49028	Protein mago nashi	11.56	2	7	2	67860.1643	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	357081.415	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	46833.65015	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	1166824.92795	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	3425.6287	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	110907.5021	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	6262.961	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	13767.2587	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	91431.71214999999	5	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	2926199.3844	29	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	564970.05	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	11477.515599999999	3	
P51406	Bystin	1.83	1	1	1	1646.9882	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	661433.15581	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	81840.93767	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	844118.8907	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	605785.9727	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	9516.3445	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	119284.7776	6	
P53501	Actin-57B	70.21	33	663	5	57431939.49639	90	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	21407.702	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	1048896.89834	18	
P53997	Protein SET	15.24	4	9	4	542848.1766	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	202706.2686	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	39391.54	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	37508883.31869	115	
P54193	General odorant-binding protein 83a	42.86	7	17	0	2564917.19	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	867297.83218	15	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	59082.91493	4	
P54352	Ethanolamine kinase	13.9	6	7	4	245399.77920000002	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	916954.12451	28	
P54357	Myosin-2 essential light chain	89.12	10	58	1	3945971.30607	49	
P54359	Septin-2	13.13	7	12	1	554660.2038	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	46810.544	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	6353186.4033	93	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	76195.628	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	21068768.115369998	179	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	28556756.20627	164	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	419108.37100000004	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	902677.1693	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	2576843.137	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	7234525.09028	64	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	2644410.036	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	3678860.6009	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	37537.24775	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	189142.9404	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	1802231.4638	22	
P61849	Dromyosuppressin	29.0	3	3	0	83069.7175	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	18876944.15548	109	
P61855	Adipokinetic hormone	37.97	2	4	2	57946.86245	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	3471711.05	3	
P62152	Calmodulin	99.33	19	482	0	117696190.69078	425	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	1875080.0709	24	
P81829	Leucokinin	6.25	1	2	1	24655.34	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	11865474.6862	84	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	6157539.82945	39	
P82295	Prominin-like protein	0.99	1	1	0	971814.75	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	21985.94343	5	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	954540.847	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	373834.61155000003	12	
P83967	Actin, indirect flight muscle	69.15	30	612	3	412148.28182	12	
P84029	Cytochrome c-2	76.85	13	103	0	32622261.65176	101	
P84040	Histone H4	60.19	11	107	0	12415104.06873	95	
P84051	Histone H2A	42.74	7	32	0	3268375.5343	14	
P84345	ATP synthase protein 8	18.87	1	11	1	264549.9109	11	
P91664	Protein max	4.35	1	1	0	29844.574	1	
P91891	Protein Mo25	34.22	13	25	0	1773913.4463	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	390741.92626	23	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	1411954.97216	55	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	9966056.33734	110	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	5749777.6732	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3005958.0896	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	7466.7256	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	37718162.47399	205	
P92204	Negative elongation factor E	14.64	4	4	4	123809.955	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	33194.44085	4	
P98081	Protein disabled	6.16	12	15	0	50318.792219999996	11	
Q00174	Laminin subunit alpha	22.68	79	156	79	8032051.6481	143	
Q01603	Peroxidase	10.14	6	8	0	208994.5656	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	29483152.53665	206	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	128748.3595	7	
Q01819	Connectin	2.64	2	2	0	51091.96	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	17095.922130000003	4	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	2385850.58965	31	
Q02910	Calphotin	6.83	4	15	4	248419.8515	12	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	131407.17032	7	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	27869.252099999998	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	2382218.2109	27	
Q03427	Lamin-C	66.67	46	141	3	7211632.23037	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	171850.0979	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	307178.4131	15	
Q04691	Fat-body protein 1	29.93	28	50	0	13014352.4003	49	
Q05783	High mobility group protein D	21.43	2	7	0	176783.83909999998	4	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	78611993.53754	512	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	39212.092000000004	3	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	15536469.528900001	104	
Q06943	High mobility group protein Z	21.62	3	10	0	137128.52904	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	29823.3521	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1184685.65143	22	
Q07171	Gelsolin	22.06	16	44	0	3064024.58856	44	
Q07327	Protein ROP	24.29	15	40	0	1381994.12775	37	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	961884.24216	25	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	3696.6619	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	2373252.9529	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	199945.0387	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	18989.7324	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	551760.67516	16	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	101921.7414	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1414741.234	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	15479.69438	5	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	6413.9727	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	288070.472	11	
Q11002	Calpain-A	7.37	6	7	0	92482.5591	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	4512361.73624	32	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	9939211.3666	85	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	6681675.71167	82	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	9765010.44072	105	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	5705254.9332	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	12433519.1006	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	267511.0979	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	407725.35663	14	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	922812.8486	21	
Q24134	Negative elongation factor D	4.84	2	2	0	27786.72044	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	9546.39855	4	
Q24185	Protein hook	28.28	21	32	21	776442.67686	32	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1399324.1688	31	
Q24207	Protein boule	36.4	6	12	0	349078.87174	11	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	319465.52037	17	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	21381.72912	7	
Q24211	Protein stoned-A	42.71	35	65	0	1938079.1265	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	6598248.83526	27	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	239701.6579	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	101668.23869999999	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	36389835.20029	169	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	864167.92458	25	
Q24292	Protein dachsous	0.54	2	2	0	36318.121	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	200472.454	2	
Q24298	DE-cadherin	21.57	29	50	29	1665287.3168000001	47	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	50537.106100000005	5	
Q24318	Transcription factor Dp	16.18	7	8	0	79324.7265	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	396012.57800000004	8	
Q24322	Semaphorin-1A	4.67	4	5	0	29806.5094	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	427174.075	4	
Q24372	Lachesin	27.58	9	17	9	546740.52724	16	
Q24388	Larval serum protein 2	12.27	8	11	0	200570.382	8	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	6118411.36201	74	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	10872091.47901	59	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	54446115.7362	181	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	257265.28086	21	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	540874.5449	9	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	56074.2163	8	
Q24509	Syntaxin-5	4.93	2	3	0	23541.5677	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	573136.48005	15	
Q24524	Protein singed	10.35	5	5	0	22057.968800000002	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	770397.1	14	
Q24547	Syntaxin-1A	43.64	15	53	0	4529828.13432	50	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	51733334.77047	254	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	131981.16	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	451731.6402	9	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	5116243.04461	30	
Q26377	Pro-corazonin	44.81	5	17	5	215345.03007	14	
Q26416	Adult cuticle protein 1	20.0	1	3	1	318623.27	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	317992.25838	12	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	677070.81884	16	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	80884.6245	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	3599801.3154	50	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	1631330.983	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	3897513.9609	48	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	446384.5131	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	259855.0771	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	651295.881	18	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	684102.5455	15	
Q3KN41	Neurexin 1	3.37	5	5	0	22902.6096	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	3984.2716	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	86814.1474	4	
Q4V645	Trissin	7.41	1	1	1	25455.645	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	205084.215	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	35795.5754	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	355229.6324	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	15760.30409	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	15131.5125	3	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	116128.3096	5	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	229459.7498	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	224618.3928	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	963045.51523	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	871806.43292	14	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	85453.524	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	563270.58887	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1209393.6272	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	22732.707300000002	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	202936.83164	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	115713.30040000001	8	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	857420.7714000001	17	
Q7JXF7	Protein seele	39.15	6	16	6	493026.3945	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	4356.0058	2	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	36799.49465	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	58028.342	3	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	206265.2586	13	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	203882.3003	8	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	205164.8812	11	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	168221.59	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	5422.109	1	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	3199623.5743	38	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	52895.3995	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	532172.0171	11	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	542065.20973	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	56128.3806	4	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	999449.80671	23	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	61434.072	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	12324658.1166	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	131326.32085	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	2543628.0322	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	2476774.923	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	20068.5976	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	3049164.66204	65	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	288102.7062	15	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	625722.6316	13	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	27926.157099999997	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	76164.292	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	538421.0381	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	24971968.40832	75	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	11525.586	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	272822.0574	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	502662.5834	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	132944.0659	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	54282.16037	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	64023.47617	7	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	6265354.09608	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	1853.3229	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	1758257.3168000001	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	614281.56025	19	
Q868Z9	Papilin	23.81	59	118	59	2559349.88079	104	
Q86B79	RING finger protein unkempt	6.18	3	3	0	51109.073	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	97754.7983	6	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	71200.08957000001	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	3594.2178	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	147968.5811	13	
Q86P48	AT-rich binding protein	5.15	1	2	1	2049.6755	1	
Q86S05	Protein lingerer	5.96	6	8	0	19786.85889	8	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	97940.23999999999	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	1926031.68966	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	127693.36349999999	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	32696.991599999998	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	263162.4299	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	1825922.6771	30	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	332959.07444	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	2544.6752500000002	2	
Q8IPM8	Complexin	71.13	11	97	0	32136.588200000002	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	406689.3157	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	186946.09817	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	38511.1694	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	125464.4813	10	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	321344.8408	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	457863.794	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	2606813.80745	42	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	67781.0527	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	16949.656860000003	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	14020.1158	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	383676.1069000001	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	156594.2403	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	3835009.87776	44	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	1048130.8129	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	21350.4326	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	57499.4418	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	15820.4608	4	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	295464.87214	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	543038.40233	69	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	46494.576	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	1103190.35899	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	11560.133	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	31466.9198	7	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1333583.7407499999	19	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	593771.11204	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1379066.2149999999	18	
Q8SY33	Protein Gawky	14.09	15	25	15	237047.22875	23	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	3573282.17	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	655001.5181	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	78401.0196	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	4382.3739000000005	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	15963.698	2	
Q8SZ63	Golgin-84	13.57	7	7	7	21524.8726	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	542047.689	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	1677934.0108	41	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	2397124.64846	55	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	7903.7046	1	
Q8T390	Endophilin-A	62.33	23	114	0	7353386.929	99	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	219338.30740000002	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	2224797.0644	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	528799.91386	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	441587.88044	14	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	27.88	3	4	3	9176.3214	3	
