Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 130C, Sample, n/a, ctrl_pool_1	Abundance: F5: 131, Sample, n/a, ctrl_pool_2	Modifications
P42207	Septin-1	12.74	5	19	4	19691.7939	18814.9745	
P42281	Acyl-CoA-binding protein homolog	73.26	6	30	5	6130182.89488	4857186.6478	
P42325	Neurocalcin homolog	66.32	14	25	14	1072801.8725	928747.3244	
P42787	Carboxypeptidase D	5.26	8	12	0	56234.18755	40788.210060000005	
P43332	U1 small nuclear ribonucleoprotein A	18.98	5	13	5	143486.2823	149117.83994	
P45437	Coatomer subunit beta	7.57	5	10	5	48075.483700000004	37702.48921	
P45594	Cofilin/actin-depolymerizing factor homolog	85.81	16	118	16	6351650.85865	5093688.88718	
P45888	Actin-related protein 2	12.53	5	9	5	22760.7817	19542.65334	
P45889	Actin-related protein 1	24.47	13	20	13	316109.32374	276010.5119	
P46150	Moesin/ezrin/radixin homolog 1	34.6	27	64	0	27319.854	17024.691	
P46222	Large ribosomal subunit protein uL5	21.2	4	19	0	270371.85196999996	231540.92495	
P46223	Large ribosomal subunit protein eL8	33.58	8	36	0	1089668.21649	855306.18282	
P46415	Alcohol dehydrogenase class-3	18.47	6	12	6	280588.03349999996	159167.4201	
P46461	Vesicle-fusing ATPase 1	39.19	29	83	0	1364218.57381	1064948.80728	
P46824	Kinesin light chain	41.34	24	66	0	1285948.13583	988196.52655	
P47947	Troponin C, isoform 1	20.78	3	33	0	1373052.17057	1031598.24888	
P47948	Troponin C, isoform 2	27.74	4	7	0	584.1458	854.9765	
P47949	Troponin C, isoform 3	51.61	7	20	0	990937.03555	715238.19386	
P48148	Ras-like GTP-binding protein Rho1	66.67	10	36	10	622699.80995	476778.21268	
P48149	Small ribosomal subunit protein uS8A	38.46	6	23	0	551746.82773	409573.19818	
P48159	Large ribosomal subunit protein uL14	70.71	8	26	8	831694.5452	628486.8283	
P48375	Peptidyl-prolyl cis-trans isomerase Fkbp12	60.19	5	36	5	3736115.12897	2762894.3978	
P48451	Calcineurin subunit B type 1	55.88	7	25	0	135902.771	85065.3402	
P48461	Serine/threonine-protein phosphatase alpha-1 isoform	19.88	6	11	0	1353.3763	1180.3297	
P48554	Ras-related protein Rac2	26.56	5	20	0	20801.9443	15900.3328	
P48555	Ras-related protein Ral-a	43.28	8	20	1	415231.07553	335116.07237	
P48588	Small ribosomal subunit protein eS25	8.55	1	6	1	51580.420079999996	51585.651699999995	
P48596	GTP cyclohydrolase 1	46.91	13	74	13	1046536.94803	867369.19948	
P48598	Eukaryotic translation initiation factor 4E1	26.64	4	17	0	225182.90904	175521.51045	
P48601	26S proteasome regulatory subunit 4	51.25	22	73	0	878341.04305	810503.6651	
P48602	V-type proton ATPase catalytic subunit A isoform 1	55.7	28	113	0	1946932.2656100001	1341131.95406	
P48603	F-actin-capping protein subunit beta	20.65	7	16	0	76902.28399	55181.71654	
P48604	GrpE protein homolog, mitochondrial	42.72	11	48	11	688286.66654	521414.23167999997	
P48605	T-complex protein 1 subunit gamma	34.56	21	73	0	754932.9958800001	424096.44523	
P48607	Protein spaetzle	4.29	1	2	0	4807.183	3198.0962	
P48609	Cyclin-dependent kinase 5 homolog	16.67	5	8	4	25621.48362	24181.70967	
P48610	Arginine kinase 1	75.28	38	429	0	30053947.27654	24551460.80947	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	63.1	8	28	8	562643.53979	444504.79425	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	41.57	12	53	0	802890.58418	545814.7023	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	19.48	6	18	0	36334.92883	24807.273500000003	
P49028	Protein mago nashi	46.26	6	12	6	197188.83774	170278.0626	
P49071	MAP kinase-activated protein kinase 2	13.93	6	12	0	61846.5893	54413.0248	
P49455	Tropomyosin-1, isoforms 33/34	42.08	34	310	1	458.68732	0.0	
P49630	Large ribosomal subunit protein eL36	16.52	2	8	0	580060.49562	599811.76924	
P49657	Serine/threonine-protein kinase minibrain	1.65	2	2	0	6973.0008	4050.47235	
P49847	Transcription initiation factor TFIID subunit 6	11.22	6	8	1	32406.9437	24638.9689	
P49866	Transcription factor HNF-4 homolog	2.7	2	3	0	2708.4688	827.73376	
P49906	Transcription initiation factor TFIID subunit 11	9.69	2	2	2	7608.498799999999	6765.502700000001	
P49963	Signal recognition particle 19 kDa protein	29.38	3	5	3	9583.3049	9374.12707	
P50882	Large ribosomal subunit protein uL6	58.42	10	32	0	948375.3796	796768.74234	
P50887	Large ribosomal subunit protein eL22	24.08	8	18	8	130992.41541	85858.59929	
P51140	Segment polarity protein dishevelled	7.06	5	6	5	11904.4262	9835.6788	
P51406	Bystin	5.96	3	4	3	2848.8262	515.83124	
P52029	Glucose-6-phosphate isomerase	13.44	7	11	7	177931.46816	141094.59236	
P52034	ATP-dependent 6-phosphofructokinase	7.99	7	11	1	69149.398	55948.0105	
P52302	Protein lethal(3)malignant blood neoplasm 1	20.37	10	33	0	461857.76214999997	373694.1531	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	39.7	8	14	0	19796.23576	12293.15374	
P52654	Transcription initiation factor IIA subunit 1	5.19	2	2	2	558.5607	1177.91992	
P53034	Replication factor C subunit 2	16.31	6	9	6	19361.1208	16420.60937	
P53501	Actin-57B	77.13	31	817	3	6267292.471940001	5467272.05213	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.9	3	4	0	9519.6231	6385.7528999999995	
P53777	Muscle LIM protein 1	56.52	5	52	0	803556.8164	597535.06713	
P53997	Protein SET	11.52	3	3	3	66911.1194	36568.253	
P54185	Putative odorant-binding protein A5	12.38	3	6	3	52492.95	45819.0725	
P54191	General odorant-binding protein 69a	13.51	2	10	2	17282.291	19453.8285	
P54192	General odorant-binding protein 19d	71.33	11	165	11	18161339.30833	12918054.606	
P54193	General odorant-binding protein 83a	42.86	7	24	0	201442.87305	141053.03005	
P54195	General odorant-binding protein 28a	26.57	4	24	4	28200.27293	14496.76616	
P54351	Vesicle-fusing ATPase 2	15.16	12	32	0	6371.58696	5049.88703	
P54352	Ethanolamine kinase	15.25	7	8	5	39858.68952	36963.3159	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	41.57	6	13	6	409368.0528	340029.8139	
P54357	Myosin-2 essential light chain	89.12	10	58	1	1399390.83632	934401.06158	
P54359	Septin-2	8.83	4	13	1	35631.1761	25320.64373	
P54367	Casein kinase I isoform alpha	5.04	2	2	0	1581.4701	1966.9349	
P54385	Glutamate dehydrogenase, mitochondrial	47.69	26	97	7	2770373.58397	2264159.28608	
P54397	39 kDa FK506-binding nuclear protein	4.2	2	2	2	9380.0543	5440.90704	
P54399	Protein disulfide-isomerase	67.14	31	156	0	7983257.985	6606458.63721	
P54611	V-type proton ATPase subunit E	84.07	25	202	0	11114469.98946	8682362.48965	
P54622	Single-stranded DNA-binding protein, mitochondrial	23.97	4	9	4	113233.1989	96655.05649999999	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.82	11	28	0	143818.98071	109276.70885000001	
P55828	Small ribosomal subunit protein uS10	41.67	5	13	5	815084.9966000001	522203.5141	
P55830	Small ribosomal subunit protein eS1	59.7	19	95	19	4648806.6021	3396311.44	
P55841	Large ribosomal subunit protein eL14	45.78	10	32	10	1218934.70769	943329.8597	
P55935	Small ribosomal subunit protein uS4	53.33	15	63	0	1500095.08482	1396248.99258	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	4.03	2	5	0	23937.633850000002	23195.8445	
P56538	Eukaryotic translation initiation factor 6	11.43	3	12	3	94191.8884	68174.79707	
P61209	ADP-ribosylation factor 1	35.16	5	15	0	355414.10323999997	372001.32518	
P61849	Dromyosuppressin	28.0	2	2	0	146976.672	91376.87700000001	
P61851	Superoxide dismutase [Cu-Zn]	78.43	12	152	12	12363104.23172	8943684.90887	
P61855	Adipokinetic hormone	24.05	1	3	1	3613.0236	2085.8347	
P61857	Tubulin beta-2 chain	42.38	15	197	1	2003065.762	1539725.7820000001	
P62152	Calmodulin	98.66	18	386	0	24124326.23502	17326561.698310003	
P80455	Small ribosomal subunit protein eS12	70.5	7	43	7	1833622.24807	1372486.30601	
P81829	Leucokinin	11.88	2	3	2	10119.80185	3921.37616	
P81900	cAMP-dependent protein kinase type II regulatory subunit	58.89	19	69	19	2101115.3403	1600930.46765	
P82147	Protein lethal(2)essential for life	67.91	11	56	0	952446.16329	833820.77529	
P82295	Prominin-like protein	2.47	2	2	0	821.3122	309.6709	
P82804	Partner of Y14 and mago	7.73	1	2	1	814.17755	569.0561	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	28.39	5	20	5	855074.0816	699913.65815	
P83094	Stromal interaction molecule homolog	13.86	8	20	0	57800.35355	43176.313630000004	
P83967	Actin, indirect flight muscle	68.88	28	754	2	55993.202000000005	45922.153	
P84029	Cytochrome c-2	72.22	13	152	0	21338771.15778	14164404.68022	
P84040	Histone H4	57.28	7	79	0	6239788.9382299995	5667643.80845	
P84051	Histone H2A	37.1	7	32	0	1740714.3225	1660725.9271	
P84345	ATP synthase protein 8	18.87	1	1	1	130696.15	93741.305	
P91664	Protein max	14.29	3	4	0	25207.042999999998	19186.949399999998	
P91685	Metabotropic glutamate receptor	3.28	4	6	0	8882.71178	6053.3241	
P91891	Protein Mo25	24.78	10	27	0	409232.04342	382910.3359	
P91926	AP-2 complex subunit alpha	10.32	12	23	11	154437.22977	138065.24875	
P91927	Mitochondrial proton/calcium exchanger protein	16.58	20	38	20	545132.73933	411892.674	
P91928	MICOS complex subunit Mic60	45.33	36	145	0	3430591.40245	2911214.28513	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	32.43	13	57	0	1701896.77195	1368132.32087	
P91938	Thioredoxin reductase 1, mitochondrial	35.4	13	36	0	731235.4855	622638.91094	
P92029	DnaJ-like protein 60	3.69	1	2	0	1454.0517	1193.73145	
P92177	14-3-3 protein epsilon	77.86	25	246	23	14108485.19164	11411661.62759	
P92204	Negative elongation factor E	9.64	3	7	3	21584.209600000002	20441.453700000002	
P92208	Stress-activated protein kinase JNK	4.3	2	3	0	13370.28494	11774.1649	
P98081	Protein disabled	4.99	10	17	0	43415.36108	31121.88541	
Q00174	Laminin subunit alpha	17.05	68	162	68	1475279.0265	1217995.61934	
Q00963	Spectrin beta chain	23.88	59	161	1	6502.1148	5141.9287	
Q01603	Peroxidase	7.68	5	10	0	112101.3824	59037.50500999999	
Q01604	Phosphoglycerate kinase	83.37	30	234	0	9545049.92891	8484262.98558	
Q01637	Uridine 5'-monophosphate synthase	10.34	6	8	6	25854.11536	17299.0584	
Q01819	Connectin	3.52	3	4	0	43424.73867	25404.037	
Q01989	Myosin heavy chain 95F	2.08	3	3	0	67661.651	69946.5623	
Q02748	Eukaryotic initiation factor 4A	39.7	15	35	13	374994.99308	311032.85157	
Q02910	Calphotin	3.94	3	9	3	88232.44497	78825.5689	
Q03017	NF-kappa-B inhibitor cactus	15.8	6	13	0	57853.18374	36339.552299999996	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	6.25	5	5	0	965.4324	1259.9802	
Q03334	Small ribosomal subunit protein uS15	42.38	9	34	0	661247.64554	685335.08245	
Q03427	Lamin-C	55.88	41	164	3	2453996.55936	1848242.7584	
Q04047	Protein no-on-transient A	21.86	12	30	0	65975.07790999999	44259.95831	
Q04164	Putative epidermal cell surface receptor	8.39	15	27	0	141723.36653	98110.98525	
Q04691	Fat-body protein 1	28.38	28	55	0	198326.54894	137866.85918	
Q05783	High mobility group protein D	24.11	3	11	0	116577.1251	82535.47707	
Q05825	ATP synthase subunit beta, mitochondrial	86.93	39	648	0	23261200.49468	18637022.69743	
Q05856	Small nuclear ribonucleoprotein-associated protein B	14.07	3	4	3	13591.28805	12652.789	
Q06559	Small ribosomal subunit protein uS3	80.89	23	114	0	2780644.1717	2507859.90674	
Q06943	High mobility group protein Z	31.53	4	12	0	262260.643	175133.75445	
Q07093	Head-specific guanylate cyclase	9.32	7	10	7	33023.053	28531.5494	
Q07152	Inosine-5'-monophosphate dehydrogenase	14.34	7	18	0	330490.58548	267108.2251	
Q07171	Gelsolin	24.44	18	56	0	571981.07426	472982.82055	
Q07327	Protein ROP	24.79	15	61	0	502708.74821	462092.23724	
Q08012	Growth factor receptor-bound protein 2	40.28	9	23	9	413130.47075	367953.27083	
Q08180	Irregular chiasm C-roughest protein	4.97	4	7	0	10969.65562	5816.71685	
Q08473	RNA-binding protein squid	38.08	8	17	0	395243.38494	424196.39846	
Q09024	Neural/ectodermal development factor IMP-L2	10.11	3	5	0	18972.1973	11668.9023	
Q09101	Locomotion-related protein Hikaru genki	4.49	4	8	4	29811.273	13980.926500000001	
Q0E8C8	Serine protease inhibitor 77Ba	9.11	4	8	4	33534.1522	33220.8018	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.23	5	6	0	23735.957000000002	22715.211499999998	
Q0E9B6	Small ribosomal subunit protein uS17	45.81	11	25	7	211411.55515	125309.4565	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	3733.33346	1590.4476	
Q0KIC3	Uncharacterized protein CG43427	6.27	9	12	0	11271.05854	9027.5975	
Q10714	Angiotensin-converting enzyme	10.08	10	20	0	146470.46854	109484.72684	
Q11002	Calpain-A	3.38	3	4	0	14596.35	11590.1142	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	59	9	388556.9505	353419.06867	
Q23983	Alpha-soluble NSF attachment protein	74.32	19	81	19	3612773.9191	2817618.38733	
Q23997	Imaginal disk growth factor 6	56.64	25	99	0	3756769.89832	3336359.9364	
Q24008	Inactivation-no-after-potential D protein	55.93	36	157	1	2811313.42221	2438789.39404	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	44.01	14	59	0	1332558.54406	1097912.3666100001	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	67.8	18	110	0	3820884.57723	3387630.24996	
Q24050	Elongator complex protein 5	26.34	6	9	6	44209.9962	36900.95554	
Q24114	Division abnormally delayed protein	9.11	6	13	0	330136.41634	261803.2277	
Q24133	DnaJ protein homolog 1	14.37	5	14	0	273589.3246	194170.23119	
Q24134	Negative elongation factor D	2.42	2	2	0	12697.625	11769.906	
Q24180	Deformed epidermal autoregulatory factor 1	3.82	2	2	0	26685.057	16990.828	
Q24185	Protein hook	24.45	18	32	18	344807.63628	255735.07968	
Q24186	Small ribosomal subunit protein uS7A	31.58	9	35	0	1097131.60503	924335.14138	
Q24207	Protein boule	21.93	4	8	0	44894.94968	33282.3741	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	25.68	14	24	0	131274.44381	114115.1615	
Q24210	Peripheral plasma membrane protein CASK	6.35	6	7	0	27954.2038	22345.6193	
Q24211	Protein stoned-A	45.41	30	66	0	1781248.8000999999	1367529.23304	
Q24214	Calcineurin subunit B type 2	62.35	8	29	0	478058.6634	517960.76773	
Q24238	Alkaline phosphatase 4	11.91	7	13	7	49233.986170000004	35891.352060000005	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.43	4	9	0	16842.7902	16547.5371	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	166	0	12863634.10667	9311273.487329999	
Q24276	Hsp90 co-chaperone Cdc37	29.31	11	31	11	447118.10347	318475.05215	
Q24292	Protein dachsous	1.48	5	5	0	4152.37974	2982.8568299999997	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	9	3	147988.47606	135566.62900000002	
Q24298	DE-cadherin	12.94	19	36	19	275681.09691	279918.14702000003	
Q24312	DNA-binding protein Ewg	4.64	4	6	2	45663.454939999996	43660.3496	
Q24318	Transcription factor Dp	18.2	7	10	1	22014.82585	13768.809	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	6.24	3	5	3	14984.74914	11279.97239	
Q24322	Semaphorin-1A	5.78	5	6	0	1281.19718	1071.86292	
Q24337	Protein enhancer of rudimentary	39.42	5	10	0	49334.3787	49470.30417	
Q24372	Lachesin	10.03	5	9	5	50184.760800000004	39610.45787	
Q24388	Larval serum protein 2	9.56	7	10	0	106905.7705	77201.3929	
Q24400	Muscle LIM protein Mlp84B	46.87	24	110	23	2040341.61696	1413365.14682	
Q24407	ATP synthase-coupling factor 6, mitochondrial	59.43	8	46	0	4750683.43684	3346492.75961	
Q24439	ATP synthase subunit O, mitochondrial	72.73	19	198	19	11539133.45206	10877711.8934	
Q24478	Centrosome-associated zinc finger protein Cp190	14.42	15	51	15	325486.11413	237040.86713	
Q24491	RNA-binding protein Rsf1	32.49	8	22	0	78426.76336	60816.4992	
Q24492	Replication protein A 70 kDa DNA-binding subunit	10.78	7	9	7	23557.63773	20580.13702	
Q24509	Syntaxin-5	8.14	4	5	0	15689.6135	12123.551	
Q24523	Protein bunched, class 2/F/G isoform	5.48	8	20	0	108003.17858	73661.41529	
Q24524	Protein singed	5.66	3	5	0	10468.19457	9668.90564	
Q24537	High mobility group protein DSP1	12.21	5	19	0	200276.76465	143592.7852	
Q24547	Syntaxin-1A	39.18	13	60	0	3049473.6654600003	2466506.15159	
Q24560	Tubulin beta-1 chain	83.45	27	307	3	10229589.51775	7740381.8186	
Q24562	Splicing factor U2AF 50 kDa subunit	10.1	4	7	0	46693.56513	22526.37623	
Q24572	Chromatin assembly factor 1 p55 subunit	17.67	7	16	1	45532.06597	32721.091689999997	
Q24583	V-type proton ATPase subunit F 1	57.26	7	48	7	1123584.48297	913184.14202	
Q26377	Pro-corazonin	20.13	3	12	3	107286.2534	67562.1008	
Q26416	Adult cuticle protein 1	20.0	1	2	1	176983.6623	146135.6614	
Q27237	DnaJ homolog l(2)tid, mitochondrial	24.81	11	16	2	47439.49214	35133.7209	
Q27268	ATP-dependent RNA helicase WM6	25.71	10	16	5	274222.9922	238936.25716	
Q27272	Transcription initiation factor TFIID subunit 9	23.38	6	8	6	42942.7082	29965.500600000003	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	55.05	29	112	0	615143.15212	539033.6996	
Q27377	Putative odorant-binding protein A10	43.87	6	31	6	388271.44662999996	206861.73871	
Q27415	Nucleoplasmin-like protein	43.42	6	51	0	1688791.85065	1395095.5987200001	
Q27580	Adenosylhomocysteinase	17.13	6	9	0	215984.1248	197401.7274	
Q27597	NADPH--cytochrome P450 reductase	13.99	11	25	0	107977.16641	92937.64629	
Q27606	Cytochrome P450 4e2	5.89	3	4	0	3925.765	2959.67	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	15.04	3	13	0	66923.48837	47538.152539999995	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	35.96	16	64	0	76008.75259	73160.66286	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	6.15	4	4	4	18184.862699999998	11439.152600000001	
Q3KN41	Neurexin 1	4.46	8	11	0	29655.74334	23735.23992	
Q45VV3	Transcriptional coactivator yorkie	11.65	5	7	0	18660.85475	13026.38241	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	32.52	2	2	2	46076.122	33869.03	
Q4V645	Trissin	13.89	2	4	2	24372.223	15670.5649	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	5	0	14695.051749999999	16388.23856	
Q59E04	Neuroendocrine protein 7B2	7.97	2	4	2	48885.123999999996	37513.587499999994	
Q5U117	Complex I assembly factor Egm, mitochondrial	6.1	4	6	4	15856.5492	11824.6535	
Q6AWN0	Acireductone dioxygenase	43.01	7	14	7	335473.66240000003	245332.71859	
Q6NN40	Alpha N-terminal protein methyltransferase 1	7.61	2	2	0	752.70026	710.0591	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	6.32	4	5	4	10086.0686	5679.1255	
Q709R6	LEM domain-containing protein Bocksbeutel	12.53	5	5	5	14518.0797	8639.5696	
Q70PY2	Peptidoglycan-recognition protein SB1	14.74	3	6	3	97108.9785	92050.18359999999	
Q7JQW6	Lipoyl synthase, mitochondrial	4.24	2	4	2	15232.042000000001	10168.922599999998	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	11	3	176129.96396	169566.9252	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	21	1	588172.07135	356685.11114	
Q7JUR6	Protein GDAP2 homolog	8.89	5	6	0	39726.6398	29895.5912	
Q7JUY7	PTB domain-containing adapter protein ced-6	16.63	7	19	0	133780.90981	115336.9984	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	27.91	9	32	0	759388.6513	682950.2073	
Q7JW27	WASH complex subunit 1	7.01	3	3	3	5559.514	4287.6724	
Q7JWD3	ATPase ASNA1 homolog	25.6	7	12	7	28069.70944	24721.67011	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	10.4	4	7	0	52375.92053	40810.593199999996	
Q7JXF5	Nuclear pore glycoprotein p62	13.96	6	14	6	149178.6843	106815.82777	
Q7JXF7	Protein seele	23.28	4	11	4	222633.68333	209195.6657	
Q7JYV2	Synaptogyrin	7.88	1	1	1	48607.098	49884.008	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.98	1	1	0	674.0513	429.4346	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	18472.2929	13235.774949999999	
Q7K0D8	Nuclear pore complex protein Nup50	20.21	12	24	12	201512.3319	153516.933	
Q7K0E3	MOB kinase activator-like 4	22.42	4	5	0	242281.726	200337.872	
Q7K0L4	WD repeat-containing protein 26 homolog	2.22	2	3	0	6377.7405	6824.62726	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	22.83	7	13	7	43154.79944	37376.95207	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	33.54	4	8	4	71336.27146999999	54472.630399999995	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	504.7915	0.0	
Q7K2D2	Dynactin subunit 2	46.58	16	45	16	887579.10785	672933.2921	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	53.47	14	39	1	20730.638430000003	16835.56834	
Q7K486	Armadillo repeat-containing protein 6 homolog	13.58	7	11	7	87976.61906	80599.6773	
Q7K4Q5	Probable protein phosphatase CG10417	21.9	11	25	0	172324.88544	126729.88198	
Q7K4Z4	Protein immune deficiency	14.65	3	8	3	18737.37302	16095.08953	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	36.44	8	22	0	378236.81553	289496.75288	
