Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127C, Sample, n/a, SF1g_F3	Abundances Count: F8: 127C, Sample, n/a, SF1g_F3	Modifications
P48603	F-actin-capping protein subunit beta	38.77	10	12	0	319076.0751	12	
P48604	GrpE protein homolog, mitochondrial	45.07	11	39	11	3018869.9587000003	37	
P48605	T-complex protein 1 subunit gamma	40.44	24	51	0	3029961.2452599998	47	
P48607	Protein spaetzle	9.2	3	4	0	3478.9527	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	186719.0225	8	
P48610	Arginine kinase 1	76.69	46	489	0	126199657.08395	439	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2279010.78757	34	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2368105.57102	38	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	578852.2213	8	
P49028	Protein mago nashi	11.56	2	7	2	74268.2987	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	405789.907	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	61038.2878	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	1054635.4885	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	4680.479	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	95699.16924	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	7353.0108	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	12704.736700000001	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	74223.56578	5	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	3000101.0257	28	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	492032.1291	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	11406.162	2	
P51406	Bystin	1.83	1	1	1	527.9217	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	868705.9873	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	90448.2319	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	1047208.57897	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	580582.0447	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	9950.4465	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	100658.88919999999	6	
P53501	Actin-57B	70.21	33	663	5	76738748.60739	92	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	21302.495	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	1317969.4583	17	
P53997	Protein SET	15.24	4	9	4	501828.833	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	228389.68800000002	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	28690.498	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	39277646.7459	115	
P54193	General odorant-binding protein 83a	42.86	7	17	0	2789712.677	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	781334.3957	15	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	67685.9177	4	
P54352	Ethanolamine kinase	13.9	6	7	4	243315.6303	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	1076538.26899	28	
P54357	Myosin-2 essential light chain	89.12	10	58	1	4106304.0742	49	
P54359	Septin-2	13.13	7	12	1	564015.5964	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	44110.891	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	7120339.649139999	92	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	89581.1756	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	22515588.77201	180	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	29248545.90689	165	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	466978.899	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	767826.6975	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	2770256.5067	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	8446843.9188	64	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	3034357.061	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	4136393.6666	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	28609.92325	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	249168.4446	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	1586307.3131	23	
P61849	Dromyosuppressin	29.0	3	3	0	70108.42629999999	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	18312189.21005	109	
P61855	Adipokinetic hormone	37.97	2	4	2	54397.025400000006	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	4311862.512	3	
P62152	Calmodulin	99.33	19	482	0	100065651.02863	424	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	2627317.8688	24	
P81829	Leucokinin	6.25	1	2	1	21381.676	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	12295775.69287	85	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	7406627.16137	37	
P82295	Prominin-like protein	0.99	1	1	0	1238621.4	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	19185.0683	5	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	1104090.411	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	358957.8338	12	
P83967	Actin, indirect flight muscle	69.15	30	612	3	460653.4104	12	
P84029	Cytochrome c-2	76.85	13	103	0	31354146.3399	101	
P84040	Histone H4	60.19	11	107	0	12369244.63783	95	
P84051	Histone H2A	42.74	7	32	0	2665874.0119000003	14	
P84345	ATP synthase protein 8	18.87	1	11	1	316867.187	11	
P91664	Protein max	4.35	1	1	0	31473.03	1	
P91891	Protein Mo25	34.22	13	25	0	1678944.3221999998	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	386824.1431	23	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	1911661.08781	56	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	10371793.30703	109	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	7012262.24437	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3148394.7777	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	8231.944	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	35416106.79061	205	
P92204	Negative elongation factor E	14.64	4	4	4	130601.468	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	40263.4239	4	
P98081	Protein disabled	6.16	12	15	0	64968.442240000004	12	
Q00174	Laminin subunit alpha	22.68	79	156	79	9885086.6712	143	
Q01603	Peroxidase	10.14	6	8	0	237614.3876	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	32780328.10018	207	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	138849.0551	7	
Q01819	Connectin	2.64	2	2	0	47091.93	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	18492.51788	4	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	2560047.7216	30	
Q02910	Calphotin	6.83	4	15	4	220730.7745	12	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	171009.66839	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	36091.5511	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	2390488.7576	27	
Q03427	Lamin-C	66.67	46	141	3	7966701.60093	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	161592.0621	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	336453.9661	15	
Q04691	Fat-body protein 1	29.93	28	50	0	476690.22384	48	
Q05783	High mobility group protein D	21.43	2	7	0	154781.3613	4	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	88059044.89445	512	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	39600.55876	3	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	16416113.73596	104	
Q06943	High mobility group protein Z	21.62	3	10	0	95028.50657	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	30232.1457	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1598366.9611	22	
Q07171	Gelsolin	22.06	16	44	0	3480723.90142	43	
Q07327	Protein ROP	24.29	15	40	0	1540452.09571	38	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	1282243.67437	26	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	2925.8091	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	2706866.8694	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	186191.2421	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	15736.872	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	552606.24243	16	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	115380.8365	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1699216.9508	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	13984.424879999999	4	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	8721.402	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	243386.814	11	
Q11002	Calpain-A	7.37	6	7	0	108996.2992	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	4733932.9553	32	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	9868030.1368	85	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	7443223.029440001	81	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	9800639.67501	107	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	5995636.38785	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	12296687.8579	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	300019.6252	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	413270.49819	14	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	854021.8671	21	
Q24134	Negative elongation factor D	4.84	2	2	0	34348.991	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	10700.36327	4	
Q24185	Protein hook	28.28	21	32	21	797892.1177000001	32	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1267307.8810400001	31	
Q24207	Protein boule	36.4	6	12	0	347303.9291	11	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	366958.4605	18	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	19538.08553	7	
Q24211	Protein stoned-A	42.71	35	65	0	2200719.5782	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	6696403.3612	28	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	209598.394	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	93289.8879	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	42089647.82997	167	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	1005580.14373	26	
Q24292	Protein dachsous	0.54	2	2	0	27715.7657	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	185255.926	2	
Q24298	DE-cadherin	21.57	29	50	29	1536927.59741	47	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	43744.6391	5	
Q24318	Transcription factor Dp	16.18	7	8	0	86714.13466	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	453084.5145	8	
Q24322	Semaphorin-1A	4.67	4	5	0	26271.094149999997	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	323920.24600000004	4	
Q24372	Lachesin	27.58	9	17	9	509505.44315	16	
Q24388	Larval serum protein 2	12.27	8	11	0	278836.8625	8	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	8873379.91711	73	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	10412042.40203	60	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	57679276.4351	180	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	361540.38938	21	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	411178.69478	10	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	59407.6659	8	
Q24509	Syntaxin-5	4.93	2	3	0	23299.2418	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	478182.64828	15	
Q24524	Protein singed	10.35	5	5	0	22747.4059	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	758303.4923	14	
Q24547	Syntaxin-1A	43.64	15	53	0	4786273.3647	49	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	56686912.32462	256	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	102533.1896	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	448315.81330000004	8	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	4819499.84535	28	
Q26377	Pro-corazonin	44.81	5	17	5	238949.11587	15	
Q26416	Adult cuticle protein 1	20.0	1	3	1	247514.135	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	289490.34239999996	11	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	639164.10083	16	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	86112.92869999999	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	4586968.7529	50	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	2175430.2151	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	4334568.9725	49	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	488824.61110000004	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	278748.2633	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	642777.02566	19	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	724040.5495	15	
Q3KN41	Neurexin 1	3.37	5	5	0	24465.92884	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	4317.1073	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	122417.86140000001	4	
Q4V645	Trissin	7.41	1	1	1	22746.225	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	192048.534	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	38476.313599999994	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	594138.3881	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	16373.42214	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	11541.160899999999	3	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	112408.84564	7	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	278965.7414	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	251767.20930000002	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	1132319.2917	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	755857.537	14	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	82589.86439999999	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	590791.35624	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1108494.5871000001	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	28127.7656	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	193491.95045	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	128398.9975	8	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	942361.0991	17	
Q7JXF7	Protein seele	39.15	6	16	6	493222.7273	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	3645.5598	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	40071.024	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	83303.19064000002	4	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	231080.1562	13	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	172094.47041	9	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	279344.35864	11	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	143229.56	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	4193.6465	1	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	2945603.2493600002	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	55650.8914	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	476125.74140000006	10	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	463848.25559	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	55031.9214	4	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	1228951.1943	23	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	62732.497	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	15428799.8573	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	165252.36114	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	2711613.5656	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	2554489.63696	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	22641.7438	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	3121403.31315	65	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	321906.5295	15	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	521053.105	13	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	28731.4752	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	67499.784	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	503141.80205	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	29749684.13161	75	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	7906.8378	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	274915.3153	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	565842.1461	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	148857.27504	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	65105.2478	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	63478.8667	6	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	5870608.24536	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	2439.335	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	1707837.69967	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	621978.78715	19	
Q868Z9	Papilin	23.81	59	118	59	3619159.77066	104	
Q86B79	RING finger protein unkempt	6.18	3	3	0	59497.175	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	94928.6818	5	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	76260.51404	5	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	4395.6983	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	161156.3721	13	
Q86P48	AT-rich binding protein	5.15	1	2	1	1884.758	1	
Q86S05	Protein lingerer	5.96	6	8	0	12066.691499999999	6	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	84742.207	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	2023907.4456	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	119106.3505	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	16065.363500000001	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	720046.2203	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	2303876.49089	30	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	195467.0418	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	1335.64545	2	
Q8IPM8	Complexin	71.13	11	97	0	21835.7701	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	319631.7135	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	220425.1018	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	37611.769499999995	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	114983.10641000001	11	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	347164.29099999997	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	386138.154	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	3079123.94588	44	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	63591.091100000005	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	19144.3704	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	16417.8989	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	517879.6968	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	144727.5355	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	3827701.9312	44	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	1038199.8951000001	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	28656.039	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	39119.240900000004	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	17871.31284	4	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	327155.7866	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	658866.47039	73	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	44128.136399999996	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	752627.479	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	20775.064	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	33675.4058	6	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1376859.5953	18	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	647878.5795	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1581579.9641	18	
Q8SY33	Protein Gawky	14.09	15	25	15	248813.2611	22	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	7036551.4077	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	813651.96435	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	84318.2947	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	4598.1267	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	18343.328999999998	2	
Q8SZ63	Golgin-84	13.57	7	7	7	21284.55106	5	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	578817.8809999999	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	1752652.9432	40	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	2499802.86287	54	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	9223.248	1	
Q8T390	Endophilin-A	62.33	23	114	0	6648788.78715	99	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	251200.338	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	1859534.0304999999	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	538459.9764	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	384755.3861	13	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	27.88	3	4	3	7716.8009	3	
