Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 127N, Sample, n/a, SFug_M2	Abundances Count: F5: 127N, Sample, n/a, SFug_M2	Modifications
P49630	Large ribosomal subunit protein eL36	32.17	4	9	0	406960.81966000004	8	
P49657	Serine/threonine-protein kinase minibrain	0.77	1	1	0	4526.1113	1	
P49847	Transcription initiation factor TFIID subunit 6	2.64	2	2	0	11736.49896	2	
P49866	Transcription factor HNF-4 homolog	1.42	1	1	0	1274.4591	1	
P49963	Signal recognition particle 19 kDa protein	31.88	4	4	4	15596.3255	4	
P50882	Large ribosomal subunit protein uL6	70.0	12	29	0	772859.074	27	
P50887	Large ribosomal subunit protein eL22	22.07	5	10	5	125511.55915	9	
P51140	Segment polarity protein dishevelled	2.89	2	2	2	4649.6149000000005	2	
P52029	Glucose-6-phosphate isomerase	36.38	15	22	15	162477.23149	22	
P52034	ATP-dependent 6-phosphofructokinase	10.53	8	11	0	40743.022899999996	9	
P52302	Protein lethal(3)malignant blood neoplasm 1	14.24	7	21	0	233872.62847999998	20	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	25.13	6	10	0	67846.3912	7	
P52654	Transcription initiation factor IIA subunit 1	3.28	1	2	1	4707.3506	1	
P53034	Replication factor C subunit 2	8.46	3	3	3	22147.165	2	
P53501	Actin-57B	69.15	29	622	4	12505119.3538	70	
P53777	Muscle LIM protein 1	31.52	3	14	0	164328.7406	10	
P53997	Protein SET	15.24	4	9	4	75999.5293	9	
P54185	Putative odorant-binding protein A5	25.71	5	6	5	75223.5321	5	
P54191	General odorant-binding protein 69a	13.51	2	6	2	34400.9623	5	
P54192	General odorant-binding protein 19d	69.33	10	107	10	7401043.39532	102	
P54193	General odorant-binding protein 83a	42.86	7	18	0	661905.7788	16	
P54195	General odorant-binding protein 28a	40.56	4	13	4	224099.77116	11	
P54351	Vesicle-fusing ATPase 2	14.76	12	17	0	6844.6684000000005	3	
P54352	Ethanolamine kinase	6.76	3	3	2	13149.05046	3	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	42.77	7	19	7	149238.17291	15	
P54357	Myosin-2 essential light chain	89.12	10	40	1	1006635.57167	32	
P54359	Septin-2	17.66	7	10	1	145057.5604	10	
P54367	Casein kinase I isoform alpha	2.67	1	1	0	7872.1997	1	
P54385	Glutamate dehydrogenase, mitochondrial	42.35	24	79	6	1195010.05839	73	
P54397	39 kDa FK506-binding nuclear protein	5.04	2	2	2	18063.041400000002	2	
P54399	Protein disulfide-isomerase	75.6	37	146	0	5161131.2309	126	
P54611	V-type proton ATPase subunit E	79.65	21	159	0	5680875.40958	131	
P54622	Single-stranded DNA-binding protein, mitochondrial	43.15	6	12	6	150977.47962	10	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.57	11	22	0	181001.09883	14	
P55828	Small ribosomal subunit protein uS10	34.17	4	15	4	512926.9399	14	
P55830	Small ribosomal subunit protein eS1	60.45	16	81	16	1579080.23294	66	
P55841	Large ribosomal subunit protein eL14	48.8	10	35	10	833327.25365	28	
P55935	Small ribosomal subunit protein uS4	61.03	19	57	0	784269.68086	47	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	4	4	0	11183.0816	2	
P56538	Eukaryotic translation initiation factor 6	15.92	4	6	4	65611.33	4	
P61209	ADP-ribosylation factor 1	39.01	5	19	0	546027.09753	17	
P61849	Dromyosuppressin	10.0	2	3	0	26013.7087	3	
P61851	Superoxide dismutase [Cu-Zn]	78.43	11	105	11	4983778.87022	85	
P61855	Adipokinetic hormone	37.97	2	3	2	30975.706	3	
P61857	Tubulin beta-2 chain	44.39	15	202	2	551494.5255	3	
P62152	Calmodulin	99.33	19	359	0	15478620.414900001	306	
P80455	Small ribosomal subunit protein eS12	67.63	7	31	7	649354.68353	30	
P81829	Leucokinin	6.25	1	1	1	6562.6333	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	59.42	19	94	19	2952550.24507	86	
P82147	Protein lethal(2)essential for life	66.31	11	40	0	827983.4479	33	
P82295	Prominin-like protein	3.75	3	3	0	1895.4565	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	15	5	252139.2365	14	
P83094	Stromal interaction molecule homolog	22.81	12	15	1	79591.5217	10	
P83967	Actin, indirect flight muscle	68.62	27	587	2	44620.631199999996	4	
P84029	Cytochrome c-2	70.37	11	82	0	3460435.06216	76	
P84040	Histone H4	59.22	9	102	0	2722992.86336	91	
P84051	Histone H2A	37.1	5	48	0	542302.12886	20	
P84345	ATP synthase protein 8	18.87	1	5	1	88583.27984	5	
P91891	Protein Mo25	34.22	13	23	0	296010.3354	19	
P91926	AP-2 complex subunit alpha	19.04	16	20	15	90598.7495	18	
P91927	Mitochondrial proton/calcium exchanger protein	34.75	30	42	30	192583.50340000002	36	
P91928	MICOS complex subunit Mic60	47.63	35	96	0	1876123.27202	91	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	38.08	14	37	0	917385.1091	32	
P91938	Thioredoxin reductase 1, mitochondrial	35.07	15	24	0	485219.7456	20	
P92029	DnaJ-like protein 60	4.15	1	1	0	3524.7192	1	
P92177	14-3-3 protein epsilon	72.14	22	257	20	6712300.79054	175	
P92204	Negative elongation factor E	10.0	3	4	3	35760.743	4	
P92208	Stress-activated protein kinase JNK	4.3	2	4	0	3393.8052	1	
P98081	Protein disabled	5.35	9	11	0	15107.06567	6	
Q00174	Laminin subunit alpha	22.49	77	124	77	1858972.29088	111	
Q00963	Spectrin beta chain	23.88	58	119	2	4625.50306	3	
Q01603	Peroxidase	8.41	6	6	0	34398.6942	5	
Q01604	Phosphoglycerate kinase	83.61	31	247	0	6954214.71673	213	
Q01637	Uridine 5'-monophosphate synthase	6.69	4	4	4	31693.651899999997	4	
Q01989	Myosin heavy chain 95F	1.84	2	2	0	1235.3540600000001	2	
Q02748	Eukaryotic initiation factor 4A	31.27	15	31	13	304172.24266	27	
Q02910	Calphotin	3.36	2	4	2	11053.29	1	
Q03017	NF-kappa-B inhibitor cactus	12.4	5	9	0	21231.05841	7	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	2.48	4	4	0	5098.83706	3	
Q03334	Small ribosomal subunit protein uS15	52.32	9	28	0	466336.25725	20	
Q03427	Lamin-C	59.74	41	127	3	1108373.04466	97	
Q04047	Protein no-on-transient A	13.43	8	10	0	51542.22265	9	
Q04164	Putative epidermal cell surface receptor	8.8	13	21	0	125598.674	19	
Q04691	Fat-body protein 1	24.68	26	37	0	222525.19003	35	
Q05783	High mobility group protein D	21.43	2	3	0	25445.2451	3	
Q05825	ATP synthase subunit beta, mitochondrial	85.15	34	605	0	15417806.77897	490	
Q05856	Small nuclear ribonucleoprotein-associated protein B	10.55	2	2	2	1600.1094	1	
Q06559	Small ribosomal subunit protein uS3	80.89	25	88	0	3104342.9496999998	80	
Q06943	High mobility group protein Z	43.24	4	12	0	53215.7555	9	
Q07093	Head-specific guanylate cyclase	5.47	4	4	4	11573.0758	4	
Q07152	Inosine-5'-monophosphate dehydrogenase	21.23	9	18	0	152684.1314	16	
Q07171	Gelsolin	25.81	18	39	0	533768.73666	33	
Q07327	Protein ROP	35.51	20	37	0	402829.44948	32	
Q08012	Growth factor receptor-bound protein 2	40.76	9	18	9	198460.2538	12	
Q08180	Irregular chiasm C-roughest protein	2.36	2	2	0	2102.9053	1	
Q08473	RNA-binding protein squid	42.44	9	32	0	702192.53183	26	
Q09024	Neural/ectodermal development factor IMP-L2	18.73	5	5	0	27342.5902	5	
Q09101	Locomotion-related protein Hikaru genki	3.97	4	5	4	30363.8206	3	
Q0E8C8	Serine protease inhibitor 77Ba	16.89	8	13	8	133684.644	12	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	2.17	2	2	0	6026.403	2	
Q0E9B6	Small ribosomal subunit protein uS17	45.16	8	12	4	345375.6917	12	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	10356.7996	2	
Q0KIC3	Uncharacterized protein CG43427	7.43	10	12	0	20172.175	3	
Q10714	Angiotensin-converting enzyme	13.33	10	11	0	97513.7089	10	
Q11002	Calpain-A	7.73	7	8	0	44126.3441	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	8	28	8	1047781.5949	27	
Q23983	Alpha-soluble NSF attachment protein	69.18	19	85	19	2143185.3728300002	73	
Q23997	Imaginal disk growth factor 6	52.65	24	100	0	1716930.9007	78	
Q24008	Inactivation-no-after-potential D protein	46.44	34	113	0	2419131.5134	90	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	49.51	15	41	0	1055578.8582	38	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	50.46	15	82	0	2347251.1132	77	
Q24050	Elongator complex protein 5	29.39	7	10	6	45883.98324	7	
Q24114	Division abnormally delayed protein	8.63	5	10	0	81415.7889	10	
Q24133	DnaJ protein homolog 1	27.25	7	16	0	184185.06800000003	13	
Q24134	Negative elongation factor D	2.42	1	1	0	469.94858	1	
Q24180	Deformed epidermal autoregulatory factor 1	8.51	5	5	0	39998.3921	5	
Q24185	Protein hook	20.47	13	18	13	159824.90648	18	
Q24186	Small ribosomal subunit protein uS7A	22.81	8	31	0	462842.6751	28	
Q24207	Protein boule	27.63	5	9	0	140233.1232	7	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	36.0	16	20	0	179947.84203	17	
Q24210	Peripheral plasma membrane protein CASK	6.01	5	6	0	38755.4182	6	
Q24211	Protein stoned-A	37.53	27	59	0	485659.03792000003	49	
Q24214	Calcineurin subunit B type 2	45.88	6	17	0	461365.0838	16	
Q24238	Alkaline phosphatase 4	9.56	5	6	5	37673.977999999996	5	
Q24246	Cytoplasmic dynein 1 intermediate chain	7.99	5	6	0	52337.7489	5	
Q24251	ATP synthase subunit d, mitochondrial	80.34	18	188	0	6132370.42048	162	
Q24276	Hsp90 co-chaperone Cdc37	32.9	13	18	13	121573.72250999999	15	
Q24292	Protein dachsous	0.31	1	1	0	1743.4155	1	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	6	3	42759.995950000004	6	
Q24298	DE-cadherin	15.06	23	36	23	410476.293	34	
Q24312	DNA-binding protein Ewg	3.68	3	4	1	5150.5913	1	
Q24318	Transcription factor Dp	7.19	3	4	0	9479.714	3	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	12.92	6	8	6	48949.8331	8	
Q24322	Semaphorin-1A	2.34	2	3	0	1380.03803	2	
Q24337	Protein enhancer of rudimentary	24.04	3	4	0	56286.6333	4	
Q24372	Lachesin	17.83	6	8	6	54236.971600000004	7	
Q24388	Larval serum protein 2	8.84	5	5	0	11001.87836	4	
Q24400	Muscle LIM protein Mlp84B	44.24	20	67	19	970855.0378	62	
Q24407	ATP synthase-coupling factor 6, mitochondrial	52.83	7	55	0	2113036.06085	44	
Q24439	ATP synthase subunit O, mitochondrial	73.68	19	177	19	6402382.14054	154	
Q24478	Centrosome-associated zinc finger protein Cp190	21.44	19	26	19	56648.738620000004	18	
Q24491	RNA-binding protein Rsf1	25.89	5	12	0	43619.5187	6	
Q24492	Replication protein A 70 kDa DNA-binding subunit	7.13	5	6	5	11293.5152	3	
Q24509	Syntaxin-5	4.28	2	2	0	5526.1607	2	
Q24523	Protein bunched, class 2/F/G isoform	3.38	5	8	0	59690.33472	8	
Q24524	Protein singed	5.86	3	3	0	10675.1076	3	
Q24537	High mobility group protein DSP1	13.99	6	14	0	116737.6088	13	
Q24547	Syntaxin-1A	29.21	12	41	0	685135.1117	39	
Q24560	Tubulin beta-1 chain	67.56	21	292	1	8618190.28104	246	
Q24562	Splicing factor U2AF 50 kDa subunit	11.06	3	3	0	9310.4875	3	
Q24572	Chromatin assembly factor 1 p55 subunit	18.6	7	15	1	121132.0465	15	
Q24583	V-type proton ATPase subunit F 1	86.29	8	28	8	1331727.1041299999	26	
Q26377	Pro-corazonin	40.26	5	12	5	66844.7043	10	
Q26416	Adult cuticle protein 1	20.0	1	5	1	92062.9936	4	
Q27237	DnaJ homolog l(2)tid, mitochondrial	11.35	5	5	1	45802.77825	5	
Q27268	ATP-dependent RNA helicase WM6	28.77	12	19	6	515147.2165	18	
Q27272	Transcription initiation factor TFIID subunit 9	19.78	5	5	5	23263.4118	5	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	59.45	30	84	0	874401.3046299999	36	
Q27377	Putative odorant-binding protein A10	34.84	5	16	5	345217.1315	15	
Q27415	Nucleoplasmin-like protein	43.42	6	50	0	1026964.00638	50	
Q27580	Adenosylhomocysteinase	16.9	10	11	0	116880.72146	11	
Q27597	NADPH--cytochrome P450 reductase	15.02	11	14	0	152581.6039	12	
Q27606	Cytochrome P450 4e2	1.9	1	1	0	15095.105	1	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	34.51	6	12	2	195310.7158	11	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	42.98	18	50	0	175600.9074	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	5.06	3	3	3	5943.8512	3	
Q3KN41	Neurexin 1	1.96	4	4	0	20205.31458	4	
Q45VV3	Transcriptional coactivator yorkie	6.84	3	3	0	9462.3207	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	34.97	2	3	2	25652.024800000003	2	
Q4V645	Trissin	16.67	2	3	2	29242.196	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	3	0	14774.339500000002	2	
Q59E04	Neuroendocrine protein 7B2	7.97	2	3	2	53448.289000000004	3	
Q5U117	Complex I assembly factor Egm, mitochondrial	9.08	6	8	6	14735.117419999999	6	
Q6AWN0	Acireductone dioxygenase	43.55	8	15	8	137526.5599	13	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.22	4	5	0	22490.85116	5	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	3.0	2	2	2	3593.1216999999997	2	
Q709R6	LEM domain-containing protein Bocksbeutel	18.8	7	7	7	16564.5772	4	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	7	4	67392.56765	7	
Q7JQW6	Lipoyl synthase, mitochondrial	8.22	3	4	3	30705.400999999998	4	
Q7JR49	V-type proton ATPase subunit S1	16.89	5	9	5	194663.93964	8	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	15	1	171492.58744	12	
Q7JUR6	Protein GDAP2 homolog	8.33	4	5	0	17200.294400000002	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	30.56	12	17	0	124986.8991	12	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	14	31	0	528134.61313	29	
Q7JW27	WASH complex subunit 1	2.61	1	1	1	428.30484	1	
Q7JWD3	ATPase ASNA1 homolog	20.24	6	20	6	179176.43184	16	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	14.6	6	7	0	29265.018899999995	4	
Q7JXF5	Nuclear pore glycoprotein p62	25.13	9	15	9	208951.2002	15	
Q7JXF7	Protein seele	34.92	5	7	5	61436.75004	7	
Q7JYV2	Synaptogyrin	8.3	1	1	1	2335.6196	1	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	2.71	1	1	0	5816.95	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	3	2	26762.323640000002	3	
Q7K0D8	Nuclear pore complex protein Nup50	18.26	10	11	10	67942.50804	11	
Q7K0E3	MOB kinase activator-like 4	32.29	5	14	0	152448.97258	14	
Q7K0L4	WD repeat-containing protein 26 homolog	2.7	2	2	0	6626.7915	2	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	34.65	8	13	8	49240.58174	10	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	11.59	2	5	2	13909.589	2	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.41	2	2	0	5478.087939999999	2	
Q7K2D2	Dynactin subunit 2	59.21	18	43	18	606174.39	39	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.33	15	29	1	16031.699	1	
Q7K486	Armadillo repeat-containing protein 6 homolog	25.86	11	12	11	83186.1945	11	
Q7K4Q5	Probable protein phosphatase CG10417	17.37	8	12	0	49502.10604	12	
Q7K4Z4	Protein immune deficiency	18.32	4	6	4	19173.1491	6	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	42.8	8	20	0	147709.0473	18	
Q7K556	TRPL translocation defect protein 14	12.0	6	9	0	67316.98772	9	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	18	82	18	2840374.61564	72	
Q7K5M0	Inactive serine protease scarface	9.01	4	6	4	32732.661799999998	5	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	55.19	9	24	9	365548.6751	24	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	37.91	18	36	0	904737.3419	34	
Q7KML2	Acyl-coenzyme A oxidase 1	3.74	2	3	2	4454.6847	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	40.45	29	60	1	812133.0286	51	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	26.32	18	25	18	118563.05065	19	
Q7KNF2	Polyadenylate-binding protein 2	26.79	6	16	0	236830.20286999998	15	
Q7KQM6	GIGYF family protein Gyf	3.37	5	5	5	13374.99102	5	
Q7KR04	Small ribosomal subunit protein uS8B	53.85	7	18	1	8836.558	1	
Q7KRI2	Longitudinals lacking protein-like	32.28	4	8	0	76901.34240000001	7	
Q7KRU8	Ferritin heavy chain	52.2	8	65	1	4915380.92014	60	
Q7KRW8	Pre-mRNA-processing factor 39	1.03	1	1	1	547.8667	1	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	8	6	98321.93993	8	
Q7KUT2	Lon protease homolog, mitochondrial	17.97	16	21	16	146936.0275	20	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	9.7	3	3	3	47435.823599999996	3	
Q7KVY7	Syntaxin-4	6.01	2	2	1	10291.217359999999	2	
Q7KW14	Coiled-coil domain-containing protein CG32809	4.38	5	5	0	26521.8017	5	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	52.69	20	51	20	1310954.3718	45	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.94	2	2	2	446.9028	1	
Q7YTY6	Serine protease inhibitor 42Dd	24.73	8	18	8	200224.0211	17	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	6.91	5	8	1	63939.5185	5	
Q868Z9	Papilin	18.81	47	94	47	444767.77967	83	
Q86B79	RING finger protein unkempt	3.17	2	2	0	9307.2133	2	
Q86B87	Modifier of mdg4	13.77	6	8	0	68616.9809	7	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	19.59	3	3	3	7072.6091	3	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	10.0	3	4	3	40289.7761	4	
Q86NP2	Negative elongation factor A	9.51	9	11	0	48009.0766	10	
Q86P48	AT-rich binding protein	7.22	3	5	3	11144.2323	3	
Q86S05	Protein lingerer	2.91	3	4	0	751.08044	1	
Q8I0G5	Coatomer subunit gamma	6.68	6	6	0	40717.50208	6	
Q8I7C3	LIM and SH3 domain protein Lasp	21.0	12	23	0	398706.4602	22	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	3.86	4	4	4	14003.954679999999	4	
Q8IN41	Protein Turandot X	8.45	1	1	1	6387.4326	1	
Q8IN43	Protein Turandot C	31.01	4	14	4	69020.75074999999	12	
Q8IN44	Protein Turandot A	58.14	9	20	9	292748.33658	17	
Q8INI8	Major heat shock 70 kDa protein Ba	21.22	13	59	0	74344.52126	6	
Q8IPM8	Complexin	66.2	10	69	0	38946.7584	3	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	21.35	9	16	9	91383.94423	14	
Q8IPX7	Exosome complex component RRP40	29.74	7	8	7	35651.24925	7	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	3.15	1	1	1	602.3876	1	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	19.78	4	13	0	76863.62142	8	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.84	5	7	5	110363.3128	7	
Q8IQG1	MOB kinase activator-like 2	6.36	4	7	0	43022.3284	7	
Q8IQG9	Adenylate kinase 1	44.54	8	37	8	760436.2220600001	30	
Q8IR45	BLOC-1-related complex subunit 8 homolog	13.11	2	2	2	4418.566000000001	2	
Q8IRH5	Zinc finger protein indra	3.14	2	2	2	11617.925	1	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	2	0	1899.7168	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	4	2	52385.8038	4	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	12.88	4	4	4	29083.9797	3	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	47	0	988063.75185	38	
Q8MLZ7	Chitinase-like protein Idgf3	27.66	10	23	0	273552.28615	22	
Q8MM24	Chitinase-like protein Idgf1	2.28	1	1	1	3743.8428	1	
Q8MMC4	Protein CDV3 homolog	12.92	3	4	1	1438.4327	3	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	3.56	1	4	1	25044.928	4	
Q8MR62	Phosducin-like protein 2	22.92	5	6	5	65941.5552	5	
Q8MSS1	Protein lava lamp	17.06	45	52	0	221445.55789999999	48	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	13512.699700000001	2	
Q8MSV2	Protein alan shepard	12.54	6	13	6	123181.98384	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	7.23	2	2	0	4668.3292	2	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.79	2	2	2	3545.8437999999996	2	
Q8SWR8	Ataxin-2 homolog	3.41	3	3	1	8852.743999999999	2	
Q8SWU7	Obg-like ATPase 1	30.73	14	18	0	437760.1161	17	
Q8SX68	CTTNBP2 N-terminal-like protein	23.65	11	15	11	77957.62842	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	33.5	7	17	7	259407.3773	16	
Q8SY33	Protein Gawky	11.05	13	19	13	92862.97843	15	
Q8SY61	General odorant-binding protein 56d	56.49	7	62	0	1048215.12074	55	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.51	6	18	6	95197.91721	16	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	10.3	4	6	4	35813.038400000005	5	
Q8SYG2	COP9 signalosome complex subunit 3	8.76	4	5	4	25904.9025	4	
Q8SZ63	Golgin-84	5.23	3	3	3	6507.2117	2	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	36.84	3	8	3	52384.4571	7	
Q8T045	O-glucosyltransferase rumi	2.92	1	1	0	9602.587	1	
Q8T079	Cytokine-like nuclear factor N-PAC	37.54	17	37	0	454224.98711	32	
Q8T0Q4	Charged multivesicular body protein 4	66.37	15	35	15	390355.4935	30	
Q8T0R7	Chitinase-like protein Idgf5	2.25	1	1	1	7410.547	1	
Q8T390	Endophilin-A	56.91	20	92	0	1440789.26138	67	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	15.3	6	6	6	73536.2372	6	
Q8T3U2	Small ribosomal subunit protein uS12	42.66	6	22	0	810870.2907	20	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	56.15	7	13	7	127635.9572	12	
Q8T6B9	Poly(U)-binding-splicing factor hfp	14.44	8	12	1	89560.1057	11	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	4.85	1	1	1	1689.6395	1	
Q8T9B6	LDLR chaperone boca	55.0	10	20	10	348817.9613	18	
Q8WTC1	Small ribosomal subunit protein uS15m	18.21	5	6	5	34261.3592	5	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	60.47	36	112	0	2792897.37028	94	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	57.72	10	96	0	2389075.83779	83	
Q94516	ATP synthase subunit b, mitochondrial	45.27	16	122	16	3485170.96122	110	
Q94517	Histone deacetylase HDAC1	6.14	2	2	2	1355.50528	2	
Q94518	Nascent polypeptide-associated complex subunit alpha	51.15	7	19	0	709801.09736	17	
Q94521	Arylalkylamine N-acetyltransferase 1	37.09	8	29	0	831349.1231	27	
Q94522	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	47.56	15	116	14	4431684.02481	103	
Q94523	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	37.52	19	51	19	436930.31192999997	47	
Q94524	Dynein light chain Tctex-type	34.23	3	3	3	28405.7926	3	
Q94529	Probable pseudouridine-5'-phosphatase	41.99	9	25	5	291210.57785	18	
Q94535	Splicing factor U2af 38 kDa subunit	12.12	3	3	0	9421.0835	3	
Q94547	Regulator of gene activity	4.27	3	4	0	56044.856999999996	4	
