Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 127N, Sample, n/a, SFug_M3	Abundances Count: F8: 127N, Sample, n/a, SFug_M3	Modifications
P48603	F-actin-capping protein subunit beta	38.77	10	12	0	348771.4108	12	
P48604	GrpE protein homolog, mitochondrial	45.07	11	39	11	2720848.0351	37	
P48605	T-complex protein 1 subunit gamma	40.44	24	51	0	2925479.0515799997	46	
P48607	Protein spaetzle	9.2	3	4	0	2868.3931000000002	2	
P48609	Cyclin-dependent kinase 5 homolog	17.35	6	8	5	161485.458	8	
P48610	Arginine kinase 1	76.69	46	489	0	107922811.39785	436	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	71.43	10	38	10	2247412.7631	33	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	37.05	11	43	0	2196200.14624	37	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	28.31	7	11	0	713605.8585999999	8	
P49028	Protein mago nashi	11.56	2	7	2	85227.6211	5	
P49071	MAP kinase-activated protein kinase 2	11.14	5	9	0	315522.9475	7	
P49455	Tropomyosin-1, isoforms 33/34	46.53	39	282	3	64919.592599999996	3	
P49630	Large ribosomal subunit protein eL36	26.96	3	8	0	855428.4513000001	8	
P49657	Serine/threonine-protein kinase minibrain	1.1	1	1	0	4872.828	1	
P49847	Transcription initiation factor TFIID subunit 6	9.57	6	7	0	91042.00543	7	
P49866	Transcription factor HNF-4 homolog	4.12	2	2	0	4848.094800000001	2	
P49906	Transcription initiation factor TFIID subunit 11	9.18	2	3	2	11053.302800000001	2	
P49963	Signal recognition particle 19 kDa protein	42.5	5	6	5	81522.74088	5	
P50882	Large ribosomal subunit protein uL6	62.11	11	30	0	2920251.1882	28	
P50887	Large ribosomal subunit protein eL22	32.78	7	14	7	609802.33395	12	
P51140	Segment polarity protein dishevelled	5.78	3	3	3	13313.7416	2	
P51406	Bystin	1.83	1	1	1	951.1397	1	
P52029	Glucose-6-phosphate isomerase	38.35	17	26	17	647127.8538	25	
P52034	ATP-dependent 6-phosphofructokinase	16.12	12	16	1	71539.3031	13	
P52302	Protein lethal(3)malignant blood neoplasm 1	21.13	10	25	0	777035.33846	22	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	35.68	5	9	0	551548.966	9	
P52654	Transcription initiation factor IIA subunit 1	8.74	2	2	2	8146.43633	2	
P53034	Replication factor C subunit 2	20.24	6	6	6	85870.706	6	
P53501	Actin-57B	70.21	33	663	5	57228805.12468	92	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	2.85	2	2	0	18308.288	2	
P53777	Muscle LIM protein 1	56.52	6	24	0	937920.8251	17	
P53997	Protein SET	15.24	4	9	4	450441.9422	9	
P54185	Putative odorant-binding protein A5	15.71	3	5	3	125204.0334	5	
P54191	General odorant-binding protein 69a	6.08	1	1	1	25114.076	1	
P54192	General odorant-binding protein 19d	71.33	13	119	13	25789728.71974	113	
P54193	General odorant-binding protein 83a	42.86	7	17	0	1920536.425	13	
P54195	General odorant-binding protein 28a	40.56	4	17	4	498103.82181	14	
P54351	Vesicle-fusing ATPase 2	24.73	20	27	0	62434.0273	4	
P54352	Ethanolamine kinase	13.9	6	7	4	241111.9063	6	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	36.75	7	29	7	696651.63333	26	
P54357	Myosin-2 essential light chain	89.12	10	58	1	3711052.1752	49	
P54359	Septin-2	13.13	7	12	1	692543.9279	12	
P54367	Casein kinase I isoform alpha	5.93	2	2	0	28097.957	2	
P54385	Glutamate dehydrogenase, mitochondrial	46.09	26	97	6	5634945.86341	92	
P54397	39 kDa FK506-binding nuclear protein	9.52	4	4	4	65824.0674	4	
P54399	Protein disulfide-isomerase	76.81	40	203	0	19812857.85357	179	
P54611	V-type proton ATPase subunit E	84.51	26	193	0	25858847.45125	164	
P54622	Single-stranded DNA-binding protein, mitochondrial	36.3	5	9	5	547025.1159999999	7	
P55035	26S proteasome non-ATPase regulatory subunit 4	46.97	11	19	0	864434.8296	14	
P55828	Small ribosomal subunit protein uS10	57.5	7	17	7	2600570.7834	14	
P55830	Small ribosomal subunit protein eS1	66.42	20	75	20	6352219.62565	63	
P55841	Large ribosomal subunit protein eL14	52.41	13	29	13	2406886.8876	27	
P55935	Small ribosomal subunit protein uS4	56.41	17	49	0	3020675.7364	45	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	8.28	3	3	0	77617.3651	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	4	3	206071.109	4	
P61209	ADP-ribosylation factor 1	40.66	6	23	0	2207033.7314999998	22	
P61849	Dromyosuppressin	29.0	3	3	0	90678.01000000001	3	
P61851	Superoxide dismutase [Cu-Zn]	77.78	10	121	10	18643143.36812	109	
P61855	Adipokinetic hormone	37.97	2	4	2	57974.0975	4	
P61857	Tubulin beta-2 chain	36.55	15	179	2	3537177.353	3	
P62152	Calmodulin	99.33	19	482	0	99615313.75414	423	
P80455	Small ribosomal subunit protein eS12	79.14	8	24	8	2298693.7026	24	
P81829	Leucokinin	6.25	1	2	1	19462.305	1	
P81900	cAMP-dependent protein kinase type II regulatory subunit	51.46	18	92	18	13047393.26568	86	
P82147	Protein lethal(2)essential for life	68.45	12	45	0	4934326.45595	35	
P82295	Prominin-like protein	0.99	1	1	0	986843.25	1	
P82804	Partner of Y14 and mago	24.15	5	6	4	17282.07348	5	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	38.71	5	12	5	916242.068	11	
P83094	Stromal interaction molecule homolog	21.93	11	15	1	286625.6615	11	
P83967	Actin, indirect flight muscle	69.15	30	612	3	546824.37454	12	
P84029	Cytochrome c-2	76.85	13	103	0	25013750.37384	100	
P84040	Histone H4	60.19	11	107	0	10112572.0949	92	
P84051	Histone H2A	42.74	7	32	0	2314286.1713300003	14	
P84345	ATP synthase protein 8	18.87	1	11	1	371372.3694	11	
P91664	Protein max	4.35	1	1	0	26432.92	1	
P91891	Protein Mo25	34.22	13	25	0	1489505.524	22	
P91926	AP-2 complex subunit alpha	20.0	20	24	20	405040.9283	23	
P91927	Mitochondrial proton/calcium exchanger protein	40.67	35	59	35	997879.53854	55	
P91928	MICOS complex subunit Mic60	51.69	42	120	0	7647409.46815	110	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	46.68	16	47	0	6151219.306	45	
P91938	Thioredoxin reductase 1, mitochondrial	39.43	19	46	0	3096471.5668	40	
P92029	DnaJ-like protein 60	5.53	1	1	0	9210.37	1	
P92177	14-3-3 protein epsilon	79.01	28	274	26	33482782.599150002	203	
P92204	Negative elongation factor E	14.64	4	4	4	129536.28199999999	4	
P92208	Stress-activated protein kinase JNK	10.75	5	7	0	25984.30605	4	
P98081	Protein disabled	6.16	12	15	0	59665.49195	11	
Q00174	Laminin subunit alpha	22.68	79	156	79	8668649.88244	143	
Q01603	Peroxidase	10.14	6	8	0	182887.66389999999	7	
Q01604	Phosphoglycerate kinase	85.06	32	227	0	29326671.03418	209	
Q01637	Uridine 5'-monophosphate synthase	9.94	6	7	6	124445.3276	7	
Q01819	Connectin	2.64	2	2	0	68890.27	1	
Q01989	Myosin heavy chain 95F	2.55	4	4	0	17032.444	2	
Q02748	Eukaryotic initiation factor 4A	45.66	19	33	17	2178780.3688	31	
Q02910	Calphotin	6.83	4	15	4	214016.9867	12	
Q03017	NF-kappa-B inhibitor cactus	17.2	6	9	0	128845.75352	8	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	3.95	5	5	0	22452.31878	5	
Q03334	Small ribosomal subunit protein uS15	52.98	9	32	0	1781371.1296599999	27	
Q03427	Lamin-C	66.67	46	141	3	6660093.69362	125	
Q04047	Protein no-on-transient A	16.14	9	10	0	165086.9092	9	
Q04164	Putative epidermal cell surface receptor	8.21	11	17	0	290680.0699	15	
Q04691	Fat-body protein 1	29.93	28	50	0	433877.28321	47	
Q05783	High mobility group protein D	21.43	2	7	0	187401.54953	5	
Q05825	ATP synthase subunit beta, mitochondrial	86.34	36	599	0	81943544.59155001	511	
Q05856	Small nuclear ribonucleoprotein-associated protein B	21.61	3	4	3	41144.304000000004	2	
Q06559	Small ribosomal subunit protein uS3	82.11	25	107	0	16308603.91746	104	
Q06943	High mobility group protein Z	21.62	3	10	0	100832.03562	10	
Q07093	Head-specific guanylate cyclase	8.43	7	7	7	22378.3185	6	
Q07152	Inosine-5'-monophosphate dehydrogenase	30.35	12	23	0	1433749.0181	22	
Q07171	Gelsolin	22.06	16	44	0	3224838.7735200003	43	
Q07327	Protein ROP	24.29	15	40	0	1353055.40377	35	
Q08012	Growth factor receptor-bound protein 2	52.61	11	29	11	1175106.4601	25	
Q08180	Irregular chiasm C-roughest protein	3.53	3	3	0	3272.4137	2	
Q08473	RNA-binding protein squid	43.31	10	27	0	2493998.4116	24	
Q09024	Neural/ectodermal development factor IMP-L2	15.36	4	9	0	193330.0891	8	
Q09101	Locomotion-related protein Hikaru genki	5.74	4	4	4	22898.6209	3	
Q0E8C8	Serine protease inhibitor 77Ba	21.56	10	16	10	589698.33949	16	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.96	6	7	0	112960.3769	7	
Q0E9B6	Small ribosomal subunit protein uS17	34.84	8	15	6	1424613.061	14	
Q0KHQ5	Serine/threonine-protein kinase Tao	5.39	6	6	0	13777.058249999998	4	
Q0KIC3	Uncharacterized protein CG43427	8.82	11	11	0	2558.0417	1	
Q10714	Angiotensin-converting enzyme	11.54	11	12	0	274740.023	11	
Q11002	Calpain-A	7.37	6	7	0	112665.2425	7	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	33	9	3056245.6629	31	
Q23983	Alpha-soluble NSF attachment protein	62.67	17	91	17	10249077.70255	85	
Q23997	Imaginal disk growth factor 6	52.88	27	100	0	6801953.60793	81	
Q24008	Inactivation-no-after-potential D protein	48.37	37	127	0	10242295.94339	105	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	45.63	17	54	0	5454873.90194	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	51.39	15	95	0	12269669.6349	89	
Q24050	Elongator complex protein 5	27.48	6	10	6	233244.2184	9	
Q24114	Division abnormally delayed protein	20.93	10	15	0	360856.48128	14	
Q24133	DnaJ protein homolog 1	44.91	13	23	0	784351.5446	21	
Q24134	Negative elongation factor D	4.84	2	2	0	31394.9364	2	
Q24180	Deformed epidermal autoregulatory factor 1	8.68	4	4	0	12337.659899999999	4	
Q24185	Protein hook	28.28	21	32	21	683835.8034	31	
Q24186	Small ribosomal subunit protein uS7A	53.07	11	37	0	1289719.24016	32	
Q24207	Protein boule	36.4	6	12	0	373686.7917	10	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	34.53	15	21	0	356093.026	17	
Q24210	Peripheral plasma membrane protein CASK	8.46	7	7	0	20580.553	7	
Q24211	Protein stoned-A	42.71	35	65	0	1895013.47404	61	
Q24214	Calcineurin subunit B type 2	62.35	7	30	0	6004278.9205	28	
Q24238	Alkaline phosphatase 4	16.61	8	10	8	209487.53845	9	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.88	4	4	0	104378.8947	4	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	187	0	35097118.8973	166	
Q24276	Hsp90 co-chaperone Cdc37	35.73	15	26	15	660504.78929	26	
Q24292	Protein dachsous	0.54	2	2	0	27643.6483	2	
Q24297	Small nuclear ribonucleoprotein F	25.0	2	2	2	203822.2543	2	
Q24298	DE-cadherin	21.57	29	50	29	1490533.5138	47	
Q24312	DNA-binding protein Ewg	7.5	6	6	1	49292.6239	5	
Q24318	Transcription factor Dp	16.18	7	8	0	72053.4611	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	14.48	6	9	6	469910.345	8	
Q24322	Semaphorin-1A	4.67	4	5	0	34385.3497	5	
Q24337	Protein enhancer of rudimentary	16.35	2	4	0	375921.556	4	
Q24372	Lachesin	27.58	9	17	9	585574.2043	16	
Q24388	Larval serum protein 2	12.27	8	11	0	103986.2705	8	
Q24400	Muscle LIM protein Mlp84B	45.05	21	79	20	5659386.05074	72	
Q24407	ATP synthase-coupling factor 6, mitochondrial	62.26	8	71	0	10914352.80284	59	
Q24439	ATP synthase subunit O, mitochondrial	78.47	24	198	24	46510633.12787	181	
Q24478	Centrosome-associated zinc finger protein Cp190	15.69	16	27	16	176245.53391	20	
Q24491	RNA-binding protein Rsf1	38.07	7	10	0	509664.35349999997	9	
Q24492	Replication protein A 70 kDa DNA-binding subunit	13.43	8	8	8	72474.94039999999	8	
Q24509	Syntaxin-5	4.93	2	3	0	23563.913	3	
Q24523	Protein bunched, class 2/F/G isoform	7.89	10	15	0	485077.41803999996	14	
Q24524	Protein singed	10.35	5	5	0	20894.1903	4	
Q24537	High mobility group protein DSP1	22.9	8	15	0	690331.8314	14	
Q24547	Syntaxin-1A	43.64	15	53	0	4032829.3039	48	
Q24560	Tubulin beta-1 chain	68.46	25	308	2	52912732.48502	255	
Q24562	Splicing factor U2AF 50 kDa subunit	12.26	5	6	0	129701.748	6	
Q24572	Chromatin assembly factor 1 p55 subunit	11.16	5	10	0	430203.2699	8	
Q24583	V-type proton ATPase subunit F 1	79.84	9	33	9	4324459.96033	31	
Q26377	Pro-corazonin	44.81	5	17	5	215493.02935	14	
Q26416	Adult cuticle protein 1	20.0	1	3	1	275178.36	2	
Q27237	DnaJ homolog l(2)tid, mitochondrial	25.77	11	12	3	317093.99345	12	
Q27268	ATP-dependent RNA helicase WM6	27.83	11	18	7	755456.6675	16	
Q27272	Transcription initiation factor TFIID subunit 9	16.19	4	4	4	66788.1348	4	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	66.61	35	119	0	3948386.445	50	
Q27377	Putative odorant-binding protein A10	41.94	7	16	7	1137207.97113	14	
Q27415	Nucleoplasmin-like protein	43.42	6	53	0	4109032.91592	49	
Q27580	Adenosylhomocysteinase	23.61	9	11	0	583455.5345	10	
Q27597	NADPH--cytochrome P450 reductase	11.78	8	11	0	207852.9328	11	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	42.04	8	20	2	627803.92611	18	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	37.02	18	55	0	728549.5125	15	
Q3KN41	Neurexin 1	3.37	5	5	0	23926.877999999997	5	
Q45VV3	Transcriptional coactivator yorkie	4.81	2	2	0	4321.80698	2	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	41.72	3	5	3	116860.991	4	
Q4V645	Trissin	7.41	1	1	1	29452.941	1	
Q59E04	Neuroendocrine protein 7B2	14.49	3	5	3	175105.08330000003	5	
Q5U117	Complex I assembly factor Egm, mitochondrial	2.66	2	2	2	38957.436	2	
Q6AWN0	Acireductone dioxygenase	43.55	8	18	8	385689.99340000004	17	
Q6NN40	Alpha N-terminal protein methyltransferase 1	15.58	4	5	0	16134.7948	4	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	8.21	5	6	5	7335.27745	4	
Q709R6	LEM domain-containing protein Bocksbeutel	20.55	8	8	8	105684.13025999999	7	
Q70PY2	Peptidoglycan-recognition protein SB1	22.11	4	6	4	143196.864	6	
Q7JQW6	Lipoyl synthase, mitochondrial	9.02	4	6	4	214490.80299999999	6	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	12	3	956488.9464	11	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	28.73	5	15	1	831112.8306	14	
Q7JUR6	Protein GDAP2 homolog	7.04	3	4	0	88276.26670000001	4	
Q7JUY7	PTB domain-containing adapter protein ced-6	15.28	7	14	0	480771.0259	14	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	40.31	15	28	0	1033053.3624	27	
Q7JW27	WASH complex subunit 1	4.41	2	2	2	25018.396	2	
Q7JWD3	ATPase ASNA1 homolog	23.51	7	11	7	214054.2979	11	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	22.28	7	9	0	120982.004	7	
Q7JXF5	Nuclear pore glycoprotein p62	37.31	11	18	11	809240.423	17	
Q7JXF7	Protein seele	39.15	6	16	6	454768.3738	15	
Q7JYV2	Synaptogyrin	8.3	1	2	1	5813.6014	2	
Q7JZB4	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	12.2	3	6	0	40532.202	5	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	59221.18764	4	
Q7K0D8	Nuclear pore complex protein Nup50	23.76	12	15	12	194722.18846	14	
Q7K0E3	MOB kinase activator-like 4	27.8	4	12	0	187024.3843	9	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	42.91	9	15	9	197085.0672	11	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	14.63	3	4	3	137823.25699999998	4	
Q7K237	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	5.15	2	2	0	4770.7837	1	
Q7K2D2	Dynactin subunit 2	57.37	23	42	23	2770260.2011	37	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	48.59	14	28	1	60803.44960000001	3	
Q7K486	Armadillo repeat-containing protein 6 homolog	20.26	9	12	9	398083.5461	11	
Q7K4Q5	Probable protein phosphatase CG10417	24.17	12	21	0	458158.2095	21	
Q7K4Z4	Protein immune deficiency	14.65	3	4	3	48014.7543	3	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	41.1	9	23	0	829748.36497	23	
Q7K556	TRPL translocation defect protein 14	8.63	4	5	0	65767.939	5	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	53.15	16	79	16	15688038.317599999	72	
Q7K5M0	Inactive serine protease scarface	12.06	6	8	6	105960.8691	6	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	65.58	11	30	11	2328408.6495	27	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	46.68	18	39	0	2359380.53393	36	
Q7KML2	Acyl-coenzyme A oxidase 1	2.69	2	2	2	15183.216	2	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	53.81	36	74	2	2995044.30957	65	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	19.84	15	17	15	232916.36834000002	15	
Q7KNF2	Polyadenylate-binding protein 2	34.38	7	14	0	573521.3215	13	
Q7KQM6	GIGYF family protein Gyf	4.26	7	9	7	23567.887600000002	8	
Q7KR04	Small ribosomal subunit protein uS8B	43.85	7	24	1	71757.2564	2	
Q7KRI2	Longitudinals lacking protein-like	27.56	4	11	0	518274.0282	11	
Q7KRU8	Ferritin heavy chain	53.66	9	80	1	27639315.2121	75	
Q7KRW8	Pre-mRNA-processing factor 39	1.69	2	2	2	6873.5283	2	
Q7KTH8	COP9 signalosome complex subunit 8	26.92	6	10	6	245310.3518	9	
Q7KUT2	Lon protease homolog, mitochondrial	16.8	14	19	14	529861.7948	16	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.97	3	4	3	134220.0884	4	
Q7KVY7	Syntaxin-4	14.11	4	6	1	45272.704620000004	6	
Q7KW14	Coiled-coil domain-containing protein CG32809	5.83	6	8	0	61588.605899999995	6	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	48.08	19	59	19	5603026.84394	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	2.01	1	1	1	2207.4377	1	
Q7YTY6	Serine protease inhibitor 42Dd	34.95	11	28	11	2076849.8647	28	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	13.09	11	21	2	588427.6573	19	
Q868Z9	Papilin	23.81	59	118	59	2174360.86009	102	
Q86B79	RING finger protein unkempt	6.18	3	3	0	38328.9384	3	
Q86B87	Modifier of mdg4	5.74	3	6	0	88100.7564	5	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	37.84	5	6	5	59054.547399999996	4	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	9.5	2	2	2	4853.229899999999	2	
Q86NP2	Negative elongation factor A	11.99	11	18	0	134196.0385	14	
Q86P48	AT-rich binding protein	5.15	1	2	1	2738.2556	1	
Q86S05	Protein lingerer	5.96	6	8	0	12223.489	5	
Q8I0G5	Coatomer subunit gamma	5.21	5	5	0	133966.233	5	
Q8I7C3	LIM and SH3 domain protein Lasp	27.85	16	37	0	1790552.2499	35	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	8.71	9	9	9	119168.5598	9	
Q8IN41	Protein Turandot X	16.2	2	4	2	37010.9093	4	
Q8IN43	Protein Turandot C	48.84	5	12	5	321990.3169	12	
Q8IN44	Protein Turandot A	64.34	9	34	9	2054740.4027	29	
Q8INI8	Major heat shock 70 kDa protein Ba	22.0	13	64	0	328704.5793	10	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	0.66	2	2	1	2161.01265	2	
Q8IPM8	Complexin	71.13	11	97	0	31267.283300000003	4	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	23.91	12	18	12	350826.4104	17	
Q8IPX7	Exosome complex component RRP40	28.02	6	8	6	177152.3754	6	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	9.93	3	3	3	31099.315	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	29.67	5	16	0	139753.6012	10	
Q8IQ70	Calcium uniporter protein, mitochondrial	15.3	7	9	7	387291.3203	9	
Q8IQG1	MOB kinase activator-like 2	7.6	5	7	0	438851.117	6	
Q8IQG9	Adenylate kinase 1	53.28	10	53	10	2410124.39573	41	
Q8IR45	BLOC-1-related complex subunit 8 homolog	24.04	4	4	4	60999.45710000001	4	
Q8IRH5	Zinc finger protein indra	8.19	5	5	5	14187.9422	4	
Q8MKJ4	General odorant-binding protein 57b	19.15	3	3	0	16727.0269	3	
Q8MKK0	General odorant-binding protein 57a	17.16	3	7	3	408701.91549999994	5	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	11.66	4	6	4	119555.4252	6	
Q8MLY8	Small ribosomal subunit protein eS8	50.96	11	50	0	3434756.72981	44	
Q8MLZ7	Chitinase-like protein Idgf3	36.73	13	21	0	839005.1775	19	
Q8MM24	Chitinase-like protein Idgf1	5.24	2	2	2	26531.949	2	
Q8MMC4	Protein CDV3 homolog	22.51	5	8	0	48974.354849999996	7	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.91	3	4	3	18202.7765	3	
Q8MR62	Phosducin-like protein 2	30.83	8	10	8	272314.57063000003	10	
Q8MSS1	Protein lava lamp	22.63	60	78	0	519280.03593	69	
Q8MSU3	Ferric reductase 1	5.56	3	3	0	44026.065	3	
Q8MSV2	Protein alan shepard	16.78	8	21	8	970397.5036	18	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	1.72	1	1	1	11434.894	1	
Q8SWR8	Ataxin-2 homolog	6.09	5	7	2	26622.38708	7	
Q8SWU7	Obg-like ATPase 1	37.28	16	20	0	1231654.3801	18	
Q8SX68	CTTNBP2 N-terminal-like protein	32.68	18	31	18	567234.99636	30	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	36.89	7	18	7	1567209.3591999998	18	
Q8SY33	Protein Gawky	14.09	15	25	15	218535.4939	22	
Q8SY61	General odorant-binding protein 56d	56.49	7	55	0	4744366.49404	53	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	45.23	9	19	9	706828.6139	18	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	15.18	4	5	4	78071.2643	5	
Q8SYG2	COP9 signalosome complex subunit 3	13.48	5	6	5	9596.3394	2	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	14067.2936	2	
Q8SZ63	Golgin-84	13.57	7	7	7	17689.9953	4	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	44.08	6	15	6	503729.9328	14	
Q8T079	Cytokine-like nuclear factor N-PAC	49.17	22	47	0	1662798.004	41	
Q8T0Q4	Charged multivesicular body protein 4	81.42	20	58	20	2097717.4232	55	
Q8T0R7	Chitinase-like protein Idgf5	1.58	1	1	1	7542.1387	1	
Q8T390	Endophilin-A	62.33	23	114	0	6447982.09048	99	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	12.66	5	7	5	186684.6415	7	
Q8T3U2	Small ribosomal subunit protein uS12	34.27	7	23	0	1927220.1013	19	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	64.62	7	20	7	534330.5713600001	19	
Q8T6B9	Poly(U)-binding-splicing factor hfp	15.23	8	15	3	377709.00639999995	14	
